熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 17:04:30, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",23.31
2,"73,138",23.63
3,"74,138",23.55
4,"75,138",23.58
5,"76,138",23.60
6,"77,138",23.32
7,"78,138",23.47
8,"79,138",23.49
9,"80,138",23.55
10,"81,138",23.70
11,"82,138",23.51
12,"83,138",23.58
13,"84,138",23.30
14,"85,138",23.55
15,"86,138",23.48
16,"87,138",23.48
17,"88,138",23.69
18,"89,138",23.51
19,"90,138",23.43
20,"91,138",23.55
21,"92,138",23.28
22,"93,138",23.71
23,"94,138",23.37
24,"95,138",23.43
25,"96,138",23.55
26,"97,138",23.43
27,"98,138",23.53
28,"99,138",23.49
29,"100,138",23.41
30,"101,138",23.76
31,"102,138",23.54
32,"103,138",23.56
33,"104,138",23.59
34,"105,138",23.55
35,"106,138",23.54
36,"107,138",23.54
37,"108,138",23.65
38,"109,138",23.77
39,"110,137",23.60
40,"111,137",23.55
41,"112,137",23.49
42,"113,137",23.62
43,"114,137",23.55
44,"115,137",23.53
45,"116,137",23.51
46,"117,137",23.58
47,"118,137",23.58
48,"119,137",23.63
49,"120,137",23.54
50,"121,137",23.45
51,"122,137",23.64
52,"123,137",23.67
53,"124,137",23.63
54,"125,137",23.75
55,"126,137",23.66
56,"127,137",23.53
57,"128,137",23.63
58,"129,137",23.59
59,"130,137",23.45
60,"131,137",23.47
61,"132,137",23.63
62,"133,137",23.73
63,"134,137",23.60
64,"135,137",23.80
65,"136,137",23.60
66,"137,137",23.83
67,"138,137",23.56
68,"139,137",23.64
69,"140,137",23.62
70,"141,137",23.77
71,"142,137",23.61
72,"143,137",23.49
73,"144,137",23.77
74,"145,137",23.59
75,"146,137",23.62
76,"147,136",23.85
77,"148,136",23.77
78,"149,136",23.63
79,"150,136",23.64
80,"151,136",23.61
81,"152,136",23.92
82,"153,136",23.55
83,"154,136",23.73
84,"155,136",23.70
85,"156,136",23.83
86,"157,136",23.81
87,"158,136",23.76
88,"159,136",23.76
89,"160,136",23.61
90,"161,136",23.67
91,"162,136",23.64
92,"163,136",23.77
93,"164,136",23.66
94,"165,136",23.83
95,"166,136",23.62
96,"167,136",23.63
97,"168,136",23.70
98,"169,136",23.65
99,"170,136",23.69
100,"171,136",23.67
101,"172,136",23.61
102,"173,136",23.75
103,"174,136",23.62
104,"175,136",23.71
105,"176,136",23.83
106,"177,136",23.67
107,"178,136",23.74
108,"179,136",23.75
109,"180,136",23.87
110,"181,136",23.82
111,"182,136",23.56
112,"183,136",23.87
113,"184,135",23.70
114,"185,135",23.73
115,"186,135",23.74
116,"187,135",23.80
117,"188,135",23.76
118,"189,135",23.78
119,"190,135",23.78
120,"191,135",23.81
121,"192,135",23.76
122,"193,135",23.83
123,"194,135",23.73
124,"195,135",23.66
125,"196,135",23.80
126,"197,135",23.81
127,"198,135",23.91
128,"199,135",23.88
129,"200,135",23.67
130,"201,135",23.80
131,"202,135",23.67
132,"203,135",23.70
133,"204,135",23.56
134,"205,135",23.71
135,"206,135",23.69
136,"207,135",23.76
137,"208,135",23.85
138,"209,135",23.75
139,"210,135",23.65
140,"211,135",23.69
141,"212,135",23.85
142,"213,135",23.69
143,"214,135",23.84
144,"215,135",23.63
145,"216,135",23.58
146,"217,135",23.89
147,"218,135",23.74
148,"219,135",23.55
149,"220,135",23.85
150,"221,134",23.84
151,"222,134",23.83
152,"223,134",23.73
153,"224,134",23.73
154,"225,134",23.82
155,"226,134",23.80
156,"227,134",23.64
157,"228,134",23.80
158,"229,134",23.85
159,"230,134",23.61
160,"231,134",23.83
161,"232,134",23.77
162,"233,134",23.76
163,"234,134",23.93
164,"235,134",23.73
165,"236,134",23.87
166,"237,134",23.66
167,"238,134",23.65
168,"239,134",23.70
169,"240,134",23.76
170,"241,134",23.74
171,"242,134",23.70
172,"243,134",23.82
173,"244,134",23.86
174,"245,134",23.76
175,"246,134",23.83
176,"247,134",23.91
177,"248,134",23.77
178,"249,134",23.84
179,"250,134",23.87
180,"251,134",23.86
181,"252,134",23.81
182,"253,134",23.86
183,"254,134",23.76
184,"255,134",23.75
185,"256,134",23.75
186,"257,134",23.83
187,"258,134",23.81
188,"259,133",23.69
189,"260,133",23.80
190,"261,133",23.83
191,"262,133",23.87
192,"263,133",23.84
193,"264,133",23.80
194,"265,133",24.00
195,"266,133",23.85
196,"267,133",23.83
197,"268,133",23.83
198,"269,133",23.83
199,"270,133",23.89
200,"271,133",23.95
201,"272,133",23.80
202,"273,133",23.80
203,"274,133",23.94
204,"275,133",23.83
205,"276,133",23.81
206,"277,133",23.92
207,"278,133",23.89
208,"279,133",23.71
209,"280,133",23.86
210,"281,133",23.83
211,"282,133",23.76
212,"283,133",23.88
213,"284,133",23.82
214,"285,133",23.82
215,"286,133",23.83
216,"287,133",23.71
217,"288,133",24.00
218,"289,133",23.83
219,"290,133",23.76
220,"291,133",23.83
221,"292,133",23.86
222,"293,133",23.83
223,"294,133",24.00
224,"295,133",23.97
225,"296,132",23.73
226,"297,132",23.89
227,"298,132",23.97
228,"299,132",23.41
229,"300,132",23.86
230,"301,132",23.87
231,"302,132",24.09
232,"303,132",23.81
233,"304,132",24.18
234,"305,132",23.76
235,"306,132",23.83
236,"307,132",23.83
237,"308,132",23.92
238,"309,132",23.55
239,"310,132",23.89
240,"311,132",23.86
241,"312,132",23.74
242,"313,132",23.84
243,"314,132",23.93
244,"315,132",23.85
245,"316,132",23.92
246,"317,132",23.97
247,"318,132",23.75
248,"319,132",23.93
249,"320,132",23.80
250,"321,132",23.75
251,"322,132",23.96
252,"323,132",23.69
253,"324,132",23.87
254,"325,132",24.07
255,"326,132",23.98
256,"327,132",23.75
257,"328,132",23.86
258,"329,132",23.74
259,"330,132",23.82
260,"331,132",23.93
261,"332,132",23.98
262,"333,131",24.00
263,"334,131",23.83
264,"335,131",23.70
265,"336,131",24.00
266,"337,131",23.71
267,"338,131",23.92
268,"339,131",23.84
269,"340,131",23.84
270,"341,131",23.80
271,"342,131",24.03
272,"343,131",23.91
273,"344,131",23.77
274,"345,131",23.94
275,"346,131",24.11
276,"347,131",23.96
277,"348,131",23.83
278,"349,131",23.88
279,"350,131",23.81
280,"351,131",23.84
281,"352,131",23.87
282,"353,131",23.97
283,"354,131",24.09
284,"355,131",23.83
285,"356,131",23.92
286,"357,131",23.70
287,"358,131",23.89
288,"359,131",23.81
289,"360,131",23.83
290,"361,131",23.83
291,"362,131",23.85
292,"363,131",23.83
293,"364,131",23.80
294,"365,131",24.08
295,"366,131",23.82
296,"367,131",23.88
297,"368,131",23.93
298,"369,131",23.85
299,"370,130",23.96
300,"371,130",23.41
301,"372,130",23.80
302,"373,130",23.83
303,"374,130",23.88
304,"375,130",23.89
305,"376,130",23.92
306,"377,130",23.83
307,"378,130",24.04
308,"379,130",23.98
309,"380,130",23.92
310,"381,130",23.85
311,"382,130",24.04
312,"383,130",23.76
313,"384,130",23.83
314,"385,130",23.83
315,"386,130",23.83
316,"387,130",24.03
317,"388,130",23.91
318,"389,130",23.86
319,"390,130",23.82
320,"391,130",23.87
321,"392,130",23.95
322,"393,130",23.84
323,"394,130",23.86
324,"395,130",23.84
325,"396,130",23.87
326,"397,130",23.85
327,"398,130",23.75
328,"399,130",23.85
329,"400,130",23.92
330,"401,130",23.92
331,"402,130",23.78
332,"403,130",23.53
333,"404,130",23.84
