熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 16:55:15, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",28.00
2,"73,138",28.26
3,"74,138",27.97
4,"75,138",27.99
5,"76,138",28.08
6,"77,138",27.97
7,"78,138",28.30
8,"79,138",28.24
9,"80,138",28.37
10,"81,138",28.38
11,"82,138",28.16
12,"83,138",28.12
13,"84,138",27.85
14,"85,138",28.24
15,"86,138",28.09
16,"87,138",28.24
17,"88,138",28.09
18,"89,138",28.26
19,"90,138",28.51
20,"91,138",28.61
21,"92,138",28.38
22,"93,138",28.43
23,"94,138",28.46
24,"95,138",28.62
25,"96,138",28.51
26,"97,138",28.51
27,"98,138",28.60
28,"99,138",28.55
29,"100,138",28.75
30,"101,138",28.68
31,"102,138",28.83
32,"103,138",28.82
33,"104,138",28.91
34,"105,138",28.77
35,"106,138",28.83
36,"107,138",28.72
37,"108,138",28.91
38,"109,138",28.89
39,"110,137",28.90
40,"111,137",28.93
41,"112,137",28.83
42,"113,137",28.95
43,"114,137",28.93
44,"115,137",28.96
45,"116,137",28.96
46,"117,137",28.97
47,"118,137",28.99
48,"119,137",28.97
49,"120,137",28.99
50,"121,137",28.90
51,"122,137",29.15
52,"123,137",29.19
53,"124,137",29.18
54,"125,137",29.22
55,"126,137",29.21
56,"127,137",29.21
57,"128,137",29.17
58,"129,137",29.23
59,"130,137",29.30
60,"131,137",29.16
61,"132,137",29.33
62,"133,137",29.43
63,"134,137",29.43
64,"135,137",29.44
65,"136,137",29.55
66,"137,137",29.69
67,"138,137",29.44
68,"139,137",29.67
69,"140,137",29.50
70,"141,137",29.62
71,"142,137",29.55
72,"143,137",29.56
73,"144,137",29.80
74,"145,137",29.74
75,"146,137",29.66
76,"147,136",29.78
77,"148,136",29.80
78,"149,136",29.82
79,"150,136",29.78
80,"151,136",29.93
81,"152,136",30.08
82,"153,136",29.86
83,"154,136",29.93
84,"155,136",29.87
85,"156,136",29.99
86,"157,136",29.94
87,"158,136",29.98
88,"159,136",29.97
89,"160,136",29.97
90,"161,136",29.94
91,"162,136",29.83
92,"163,136",30.04
93,"164,136",29.95
94,"165,136",30.16
95,"166,136",30.23
96,"167,136",29.98
97,"168,136",30.11
98,"169,136",30.13
99,"170,136",30.13
100,"171,136",30.13
101,"172,136",30.27
102,"173,136",30.02
103,"174,136",30.24
104,"175,136",30.12
105,"176,136",30.16
106,"177,136",30.02
107,"178,136",30.11
108,"179,136",30.21
109,"180,136",30.16
110,"181,136",30.32
111,"182,136",30.26
112,"183,136",30.22
113,"184,135",30.22
114,"185,135",30.11
115,"186,135",30.39
116,"187,135",30.18
117,"188,135",30.20
118,"189,135",30.33
119,"190,135",30.40
120,"191,135",30.24
121,"192,135",30.28
122,"193,135",30.12
123,"194,135",30.23
124,"195,135",30.27
125,"196,135",30.29
126,"197,135",30.28
127,"198,135",30.40
128,"199,135",30.40
129,"200,135",30.24
130,"201,135",30.45
131,"202,135",30.28
132,"203,135",30.20
133,"204,135",30.29
134,"205,135",30.32
135,"206,135",30.31
136,"207,135",30.26
137,"208,135",30.24
138,"209,135",30.32
139,"210,135",30.15
140,"211,135",30.23
141,"212,135",30.32
142,"213,135",30.31
143,"214,135",30.43
144,"215,135",30.27
145,"216,135",30.18
146,"217,135",30.36
147,"218,135",30.36
148,"219,135",30.36
149,"220,135",30.41
150,"221,134",30.43
151,"222,134",30.46
152,"223,134",30.30
153,"224,134",30.39
154,"225,134",30.31
155,"226,134",30.36
156,"227,134",30.32
157,"228,134",30.36
158,"229,134",30.43
159,"230,134",30.40
160,"231,134",30.53
161,"232,134",30.40
162,"233,134",30.45
163,"234,134",30.45
164,"235,134",30.50
165,"236,134",30.55
166,"237,134",30.36
167,"238,134",30.36
168,"239,134",30.41
169,"240,134",30.43
170,"241,134",30.28
171,"242,134",30.27
172,"243,134",30.64
173,"244,134",30.40
174,"245,134",30.51
175,"246,134",30.46
176,"247,134",30.46
177,"248,134",30.46
178,"249,134",30.40
179,"250,134",30.40
180,"251,134",30.46
181,"252,134",30.46
182,"253,134",30.51
183,"254,134",30.54
184,"255,134",30.33
185,"256,134",30.43
186,"257,134",30.40
187,"258,134",30.32
188,"259,133",30.40
189,"260,133",30.46
190,"261,133",30.53
191,"262,133",30.43
192,"263,133",30.46
193,"264,133",30.57
194,"265,133",30.61
195,"266,133",30.61
196,"267,133",30.64
197,"268,133",30.53
198,"269,133",30.64
199,"270,133",30.65
200,"271,133",30.67
201,"272,133",30.51
202,"273,133",30.45
203,"274,133",30.51
204,"275,133",30.67
205,"276,133",30.36
206,"277,133",30.67
207,"278,133",30.33
208,"279,133",30.50
209,"280,133",30.60
210,"281,133",30.71
211,"282,133",30.63
212,"283,133",30.61
213,"284,133",30.56
214,"285,133",30.56
215,"286,133",30.60
216,"287,133",30.63
217,"288,133",30.57
218,"289,133",30.51
219,"290,133",30.69
220,"291,133",30.73
221,"292,133",30.65
222,"293,133",30.76
223,"294,133",30.61
224,"295,133",30.61
225,"296,132",30.67
226,"297,132",30.60
227,"298,132",30.78
228,"299,132",30.57
229,"300,132",30.60
230,"301,132",30.63
231,"302,132",30.71
232,"303,132",30.45
233,"304,132",30.63
234,"305,132",30.63
235,"306,132",30.64
236,"307,132",30.65
237,"308,132",30.65
238,"309,132",30.65
239,"310,132",30.54
240,"311,132",30.76
241,"312,132",30.63
242,"313,132",30.68
243,"314,132",30.68
244,"315,132",30.80
245,"316,132",30.71
246,"317,132",30.74
247,"318,132",30.68
248,"319,132",30.68
249,"320,132",30.73
250,"321,132",30.86
251,"322,132",30.80
252,"323,132",30.83
253,"324,132",30.78
254,"325,132",30.84
255,"326,132",30.80
256,"327,132",30.76
257,"328,132",30.71
258,"329,132",30.69
259,"330,132",30.75
260,"331,132",30.75
261,"332,132",30.76
262,"333,131",30.75
263,"334,131",30.79
264,"335,131",30.63
265,"336,131",30.83
266,"337,131",30.63
267,"338,131",30.76
268,"339,131",30.76
269,"340,131",30.84
270,"341,131",30.80
271,"342,131",30.83
272,"343,131",30.85
273,"344,131",30.78
274,"345,131",30.78
275,"346,131",30.86
276,"347,131",30.90
277,"348,131",30.75
278,"349,131",31.02
279,"350,131",30.78
280,"351,131",30.74
281,"352,131",30.93
282,"353,131",30.88
283,"354,131",30.84
284,"355,131",30.86
285,"356,131",30.85
286,"357,131",30.84
287,"358,131",30.83
288,"359,131",30.84
289,"360,131",30.89
290,"361,131",30.89
291,"362,131",30.83
292,"363,131",31.01
293,"364,131",30.84
294,"365,131",30.94
295,"366,131",31.06
296,"367,131",30.97
297,"368,131",30.88
298,"369,131",30.88
299,"370,130",30.97
300,"371,130",30.97
301,"372,130",30.88
302,"373,130",30.97
303,"374,130",31.11
304,"375,130",30.89
305,"376,130",31.00
306,"377,130",30.88
307,"378,130",30.97
308,"379,130",31.00
309,"380,130",31.02
310,"381,130",31.02
311,"382,130",31.07
312,"383,130",31.17
313,"384,130",30.97
314,"385,130",31.00
315,"386,130",31.00
316,"387,130",31.10
317,"388,130",30.88
318,"389,130",31.06
319,"390,130",30.90
320,"391,130",31.07
321,"392,130",31.06
322,"393,130",31.07
323,"394,130",30.97
324,"395,130",31.06
325,"396,130",30.97
326,"397,130",30.93
327,"398,130",30.89
328,"399,130",31.07
329,"400,130",31.02
330,"401,130",30.94
331,"402,130",30.96
332,"403,130",30.83
333,"404,130",30.89
334,"405,130",30.90
335,"406,130",30.96
336,"407,129",30.83
