熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 17:00:20, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",24.40
2,"73,138",24.55
3,"74,138",24.45
4,"75,138",24.53
5,"76,138",24.52
6,"77,138",24.42
7,"78,138",24.51
8,"79,138",24.48
9,"80,138",24.54
10,"81,138",24.73
11,"82,138",24.56
12,"83,138",24.45
13,"84,138",24.32
14,"85,138",24.67
15,"86,138",24.52
16,"87,138",24.53
17,"88,138",24.66
18,"89,138",24.48
19,"90,138",24.55
20,"91,138",24.76
21,"92,138",24.52
22,"93,138",24.81
23,"94,138",24.55
24,"95,138",24.76
25,"96,138",24.66
26,"97,138",24.63
27,"98,138",24.64
28,"99,138",24.62
29,"100,138",24.83
30,"101,138",24.93
31,"102,138",24.67
32,"103,138",24.73
33,"104,138",24.71
34,"105,138",24.69
35,"106,138",24.64
36,"107,138",24.89
37,"108,138",24.85
38,"109,138",24.93
39,"110,137",24.81
40,"111,137",24.74
41,"112,137",24.69
42,"113,137",24.86
43,"114,137",24.70
44,"115,137",24.69
45,"116,137",24.71
46,"117,137",24.93
47,"118,137",24.81
48,"119,137",24.87
49,"120,137",24.76
50,"121,137",24.85
51,"122,137",24.90
52,"123,137",24.99
53,"124,137",24.90
54,"125,137",24.95
55,"126,137",24.94
56,"127,137",24.93
57,"128,137",24.93
58,"129,137",24.90
59,"130,137",24.90
60,"131,137",24.87
61,"132,137",24.87
62,"133,137",24.96
63,"134,137",24.90
64,"135,137",25.18
65,"136,137",25.25
66,"137,137",25.07
67,"138,137",25.03
68,"139,137",25.08
69,"140,137",25.07
70,"141,137",25.25
71,"142,137",25.18
72,"143,137",24.98
73,"144,137",25.28
74,"145,137",25.06
75,"146,137",25.11
76,"147,136",25.39
77,"148,136",25.26
78,"149,136",25.36
79,"150,136",25.22
80,"151,136",25.16
81,"152,136",25.36
82,"153,136",25.25
83,"154,136",25.25
84,"155,136",25.25
85,"156,136",25.28
86,"157,136",25.39
87,"158,136",25.25
88,"159,136",25.36
89,"160,136",25.26
90,"161,136",25.29
91,"162,136",25.30
92,"163,136",25.28
93,"164,136",25.28
94,"165,136",25.44
95,"166,136",25.43
96,"167,136",25.27
97,"168,136",25.44
98,"169,136",25.34
99,"170,136",25.34
100,"171,136",25.34
101,"172,136",25.30
102,"173,136",25.39
103,"174,136",25.44
104,"175,136",25.44
105,"176,136",25.42
106,"177,136",25.33
107,"178,136",25.33
108,"179,136",25.40
109,"180,136",25.47
110,"181,136",25.36
111,"182,136",25.28
112,"183,136",25.50
113,"184,135",25.47
114,"185,135",25.34
115,"186,135",25.55
116,"187,135",25.48
117,"188,135",25.44
118,"189,135",25.45
119,"190,135",25.39
120,"191,135",25.47
121,"192,135",25.48
122,"193,135",25.38
123,"194,135",25.40
124,"195,135",25.39
125,"196,135",25.40
126,"197,135",25.65
127,"198,135",25.60
128,"199,135",25.56
129,"200,135",25.27
130,"201,135",25.52
131,"202,135",25.51
132,"203,135",25.47
133,"204,135",25.48
134,"205,135",25.29
135,"206,135",25.45
136,"207,135",25.38
137,"208,135",25.63
138,"209,135",25.45
139,"210,135",25.29
140,"211,135",25.38
141,"212,135",25.71
142,"213,135",25.47
143,"214,135",25.48
144,"215,135",25.28
145,"216,135",25.37
146,"217,135",25.51
147,"218,135",25.49
148,"219,135",25.54
149,"220,135",25.55
150,"221,134",25.54
151,"222,134",25.54
152,"223,134",25.42
153,"224,134",25.31
154,"225,134",25.59
155,"226,134",25.38
156,"227,134",25.42
157,"228,134",25.51
158,"229,134",25.57
159,"230,134",25.51
160,"231,134",25.45
161,"232,134",25.48
162,"233,134",25.44
163,"234,134",25.73
164,"235,134",25.60
165,"236,134",25.54
166,"237,134",25.48
167,"238,134",25.47
168,"239,134",25.45
169,"240,134",25.38
170,"241,134",25.36
171,"242,134",25.55
172,"243,134",25.54
173,"244,134",25.56
174,"245,134",25.66
175,"246,134",25.42
176,"247,134",25.54
177,"248,134",25.51
178,"249,134",25.50
179,"250,134",25.52
180,"251,134",25.66
181,"252,134",25.51
182,"253,134",25.62
183,"254,134",25.36
184,"255,134",25.57
185,"256,134",25.72
186,"257,134",25.70
187,"258,134",25.68
188,"259,133",25.59
189,"260,133",25.51
190,"261,133",25.55
191,"262,133",25.72
192,"263,133",25.60
193,"264,133",25.61
194,"265,133",25.75
195,"266,133",25.50
196,"267,133",25.62
197,"268,133",25.76
198,"269,133",25.59
199,"270,133",25.71
200,"271,133",25.57
201,"272,133",25.54
202,"273,133",25.59
203,"274,133",25.60
204,"275,133",25.59
205,"276,133",25.52
206,"277,133",25.59
207,"278,133",25.77
208,"279,133",25.62
209,"280,133",25.61
210,"281,133",25.71
211,"282,133",25.73
212,"283,133",25.08
213,"284,133",25.56
214,"285,133",25.55
215,"286,133",25.62
216,"287,133",25.62
217,"288,133",25.70
218,"289,133",25.62
219,"290,133",25.68
220,"291,133",25.73
221,"292,133",25.65
222,"293,133",25.63
223,"294,133",25.64
224,"295,133",25.64
225,"296,132",25.64
226,"297,132",25.62
227,"298,132",25.79
228,"299,132",25.70
229,"300,132",25.75
230,"301,132",25.73
231,"302,132",25.81
232,"303,132",25.60
233,"304,132",25.65
234,"305,132",25.72
235,"306,132",25.68
236,"307,132",25.62
237,"308,132",25.70
238,"309,132",25.63
239,"310,132",25.63
240,"311,132",25.63
241,"312,132",25.61
242,"313,132",25.64
243,"314,132",25.61
244,"315,132",25.65
245,"316,132",25.73
246,"317,132",25.85
247,"318,132",25.63
248,"319,132",25.68
249,"320,132",25.76
250,"321,132",25.77
251,"322,132",25.93
252,"323,132",25.61
253,"324,132",25.72
254,"325,132",25.73
255,"326,132",25.72
256,"327,132",25.65
257,"328,132",25.62
258,"329,132",25.52
259,"330,132",25.72
260,"331,132",25.72
261,"332,132",25.78
262,"333,131",25.77
263,"334,131",25.73
264,"335,131",25.59
265,"336,131",25.79
266,"337,131",25.72
267,"338,131",25.64
268,"339,131",25.66
269,"340,131",25.71
270,"341,131",25.61
271,"342,131",25.78
272,"343,131",25.87
273,"344,131",25.60
274,"345,131",25.83
275,"346,131",25.88
276,"347,131",25.70
277,"348,131",25.65
278,"349,131",25.72
279,"350,131",25.73
280,"351,131",25.64
281,"352,131",25.75
282,"353,131",25.89
283,"354,131",25.78
284,"355,131",25.75
285,"356,131",25.71
286,"357,131",25.71
287,"358,131",25.73
288,"359,131",25.72
289,"360,131",25.68
290,"361,131",25.62
291,"362,131",25.71
292,"363,131",25.81
293,"364,131",25.73
294,"365,131",25.73
295,"366,131",25.75
296,"367,131",25.79
297,"368,131",25.83
298,"369,131",25.65
299,"370,130",25.93
300,"371,130",25.72
301,"372,130",25.75
302,"373,130",25.68
303,"374,130",25.77
304,"375,130",25.77
305,"376,130",25.73
306,"377,130",25.77
307,"378,130",25.73
308,"379,130",25.73
309,"380,130",25.52
310,"381,130",25.77
311,"382,130",25.92
312,"383,130",25.76
313,"384,130",25.77
314,"385,130",25.77
315,"386,130",25.73
316,"387,130",25.73
317,"388,130",25.73
318,"389,130",25.86
319,"390,130",25.81
320,"391,130",25.81
321,"392,130",25.81
322,"393,130",25.85
323,"394,130",25.66
324,"395,130",25.86
325,"396,130",25.64
326,"397,130",25.82
327,"398,130",25.66
328,"399,130",25.73
329,"400,130",25.78
330,"401,130",25.72
331,"402,130",25.73
332,"403,130",25.59
333,"404,130",25.81
334,"405,130",25.77
335,"406,130",25.62
336,"407,129",25.73
