熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 16:49:45, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",40.75
2,"73,138",41.03
3,"74,138",40.74
4,"75,138",40.94
5,"76,138",40.88
6,"77,138",40.88
7,"78,138",41.38
8,"79,138",41.53
9,"80,138",41.69
10,"81,138",41.40
11,"82,138",41.11
12,"83,138",40.75
13,"84,138",40.73
14,"85,138",41.02
15,"86,138",41.07
16,"87,138",41.01
17,"88,138",41.27
18,"89,138",41.47
19,"90,138",41.99
20,"91,138",42.22
21,"92,138",41.71
22,"93,138",41.99
23,"94,138",42.11
24,"95,138",42.18
25,"96,138",42.42
26,"97,138",42.32
27,"98,138",42.44
28,"99,138",42.36
29,"100,138",42.63
30,"101,138",42.74
31,"102,138",42.98
32,"103,138",42.96
33,"104,138",43.00
34,"105,138",43.24
35,"106,138",43.13
36,"107,138",42.94
37,"108,138",43.08
38,"109,138",43.12
39,"110,137",43.18
40,"111,137",43.39
41,"112,137",43.18
42,"113,137",43.27
43,"114,137",43.34
44,"115,137",43.31
45,"116,137",43.41
46,"117,137",43.34
47,"118,137",43.23
48,"119,137",43.41
49,"120,137",43.45
50,"121,137",43.65
51,"122,137",43.78
52,"123,137",43.90
53,"124,137",43.80
54,"125,137",44.00
55,"126,137",43.91
56,"127,137",43.78
57,"128,137",43.74
58,"129,137",43.78
59,"130,137",44.11
60,"131,137",43.85
61,"132,137",44.08
62,"133,137",44.09
63,"134,137",44.32
64,"135,137",44.32
65,"136,137",44.61
66,"137,137",44.66
67,"138,137",44.69
68,"139,137",44.79
69,"140,137",44.68
70,"141,137",44.93
71,"142,137",44.88
72,"143,137",44.72
73,"144,137",45.08
74,"145,137",44.90
75,"146,137",45.19
76,"147,136",45.16
77,"148,136",45.16
78,"149,136",45.27
79,"150,136",45.20
80,"151,136",45.37
81,"152,136",45.71
82,"153,136",45.25
83,"154,136",45.46
84,"155,136",45.39
85,"156,136",45.42
86,"157,136",45.58
87,"158,136",45.37
88,"159,136",45.46
89,"160,136",45.43
90,"161,136",45.52
91,"162,136",45.52
92,"163,136",45.46
93,"164,136",45.46
94,"165,136",45.43
95,"166,136",45.65
96,"167,136",45.41
97,"168,136",45.38
98,"169,136",45.58
99,"170,136",45.55
100,"171,136",45.49
101,"172,136",45.49
102,"173,136",45.47
103,"174,136",45.37
104,"175,136",45.46
105,"176,136",45.46
106,"177,136",45.46
107,"178,136",45.36
108,"179,136",45.38
109,"180,136",45.34
110,"181,136",45.27
111,"182,136",45.21
112,"183,136",45.30
113,"184,135",45.24
114,"185,135",45.15
115,"186,135",45.23
116,"187,135",45.17
117,"188,135",45.30
118,"189,135",45.24
119,"190,135",45.23
120,"191,135",45.27
121,"192,135",45.09
122,"193,135",45.24
123,"194,135",45.00
124,"195,135",45.10
125,"196,135",45.24
126,"197,135",45.15
127,"198,135",45.24
128,"199,135",45.19
129,"200,135",45.11
130,"201,135",45.12
131,"202,135",44.94
132,"203,135",44.88
133,"204,135",44.99
134,"205,135",44.97
135,"206,135",45.12
136,"207,135",44.93
137,"208,135",45.00
138,"209,135",44.79
139,"210,135",44.88
140,"211,135",44.90
141,"212,135",44.88
142,"213,135",44.88
143,"214,135",44.95
144,"215,135",44.77
145,"216,135",44.88
146,"217,135",44.88
147,"218,135",44.86
148,"219,135",44.83
149,"220,135",44.83
150,"221,134",44.75
151,"222,134",44.72
152,"223,134",44.70
153,"224,134",44.68
154,"225,134",44.79
155,"226,134",44.58
156,"227,134",44.66
157,"228,134",44.70
158,"229,134",44.64
159,"230,134",44.64
160,"231,134",44.68
161,"232,134",44.63
162,"233,134",44.53
163,"234,134",44.61
164,"235,134",44.61
165,"236,134",44.75
166,"237,134",44.58
167,"238,134",44.48
168,"239,134",44.66
169,"240,134",44.43
170,"241,134",44.43
171,"242,134",44.49
172,"243,134",44.71
173,"244,134",44.58
174,"245,134",44.61
175,"246,134",44.49
176,"247,134",44.56
177,"248,134",44.59
178,"249,134",44.43
179,"250,134",44.55
180,"251,134",44.49
181,"252,134",44.58
182,"253,134",44.54
183,"254,134",44.45
184,"255,134",44.45
185,"256,134",44.47
186,"257,134",44.44
187,"258,134",44.55
188,"259,133",44.44
189,"260,133",44.44
190,"261,133",44.44
191,"262,133",44.37
192,"263,133",44.33
193,"264,133",44.58
194,"265,133",44.47
195,"266,133",44.42
196,"267,133",44.63
197,"268,133",44.44
198,"269,133",44.37
199,"270,133",44.61
200,"271,133",44.55
201,"272,133",44.26
202,"273,133",44.39
203,"274,133",44.38
204,"275,133",44.71
205,"276,133",44.24
206,"277,133",44.47
207,"278,133",44.43
208,"279,133",44.35
209,"280,133",44.39
210,"281,133",44.48
211,"282,133",44.36
212,"283,133",44.36
213,"284,133",44.36
214,"285,133",44.36
215,"286,133",44.32
216,"287,133",44.32
217,"288,133",44.32
218,"289,133",44.32
219,"290,133",44.27
220,"291,133",44.41
221,"292,133",44.27
222,"293,133",44.27
223,"294,133",44.17
224,"295,133",44.14
225,"296,132",44.17
226,"297,132",44.06
227,"298,132",44.32
228,"299,132",44.20
229,"300,132",44.20
230,"301,132",44.10
231,"302,132",44.36
232,"303,132",44.30
233,"304,132",44.27
234,"305,132",44.22
235,"306,132",44.31
236,"307,132",44.35
237,"308,132",44.32
238,"309,132",44.47
239,"310,132",44.35
240,"311,132",44.52
241,"312,132",44.55
242,"313,132",44.59
243,"314,132",44.59
244,"315,132",44.58
245,"316,132",44.57
246,"317,132",44.56
247,"318,132",44.52
248,"319,132",44.78
249,"320,132",44.56
250,"321,132",44.75
251,"322,132",44.69
252,"323,132",44.69
253,"324,132",44.69
254,"325,132",44.69
255,"326,132",44.71
256,"327,132",44.71
257,"328,132",44.71
258,"329,132",44.71
259,"330,132",44.71
260,"331,132",44.72
261,"332,132",44.79
262,"333,131",44.75
263,"334,131",44.77
264,"335,131",44.63
265,"336,131",44.83
266,"337,131",44.72
267,"338,131",44.81
268,"339,131",44.81
269,"340,131",44.79
270,"341,131",44.81
271,"342,131",44.83
272,"343,131",44.93
273,"344,131",44.77
274,"345,131",44.93
275,"346,131",44.81
276,"347,131",44.88
277,"348,131",44.83
278,"349,131",45.05
279,"350,131",44.94
280,"351,131",44.98
281,"352,131",44.98
282,"353,131",44.98
283,"354,131",44.99
284,"355,131",45.05
285,"356,131",45.06
286,"357,131",45.39
287,"358,131",45.11
288,"359,131",45.15
289,"360,131",45.12
290,"361,131",45.19
291,"362,131",45.20
292,"363,131",45.28
293,"364,131",45.39
294,"365,131",45.30
295,"366,131",45.39
296,"367,131",45.41
297,"368,131",45.33
298,"369,131",45.35
299,"370,130",45.38
300,"371,130",45.33
301,"372,130",45.42
302,"373,130",45.47
303,"374,130",45.49
304,"375,130",45.49
305,"376,130",45.49
306,"377,130",45.49
307,"378,130",45.52
308,"379,130",45.64
309,"380,130",45.66
310,"381,130",45.59
311,"382,130",45.59
312,"383,130",45.76
313,"384,130",45.76
314,"385,130",45.72
315,"386,130",45.59
316,"387,130",45.78
317,"388,130",45.71
318,"389,130",45.71
319,"390,130",45.73
320,"391,130",45.78
321,"392,130",45.87
322,"393,130",45.80
323,"394,130",45.79
324,"395,130",45.76
325,"396,130",45.76
326,"397,130",45.67
327,"398,130",45.68
328,"399,130",45.91
329,"400,130",45.81
330,"401,130",45.76
331,"402,130",45.68
332,"403,130",45.59
333,"404,130",45.69
334,"405,130",45.71
335,"406,130",45.64
336,"407,129",45.53
