熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 16:59:45, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",24.42
2,"73,138",24.53
3,"74,138",24.32
4,"75,138",24.53
5,"76,138",24.43
6,"77,138",24.40
7,"78,138",24.63
8,"79,138",24.40
9,"80,138",24.59
10,"81,138",24.44
11,"82,138",24.50
12,"83,138",24.37
13,"84,138",24.19
14,"85,138",24.53
15,"86,138",24.50
16,"87,138",24.51
17,"88,138",24.47
18,"89,138",24.49
19,"90,138",24.61
20,"91,138",24.73
21,"92,138",24.69
22,"93,138",24.63
23,"94,138",24.42
24,"95,138",24.69
25,"96,138",24.54
26,"97,138",24.50
27,"98,138",24.66
28,"99,138",24.82
29,"100,138",24.76
30,"101,138",24.76
31,"102,138",24.66
32,"103,138",24.81
33,"104,138",24.74
34,"105,138",24.59
35,"106,138",24.81
36,"107,138",24.73
37,"108,138",24.93
38,"109,138",24.69
39,"110,137",24.73
40,"111,137",24.82
41,"112,137",24.69
42,"113,137",24.71
43,"114,137",24.86
44,"115,137",24.97
45,"116,137",24.83
46,"117,137",24.98
47,"118,137",24.82
48,"119,137",24.93
49,"120,137",24.76
50,"121,137",24.84
51,"122,137",24.90
52,"123,137",24.93
53,"124,137",24.95
54,"125,137",24.90
55,"126,137",24.89
56,"127,137",24.84
57,"128,137",24.90
58,"129,137",24.98
59,"130,137",24.94
60,"131,137",24.86
61,"132,137",24.96
62,"133,137",24.96
63,"134,137",25.03
64,"135,137",25.07
65,"136,137",25.18
66,"137,137",25.19
67,"138,137",25.11
68,"139,137",25.11
69,"140,137",25.12
70,"141,137",25.19
71,"142,137",25.17
72,"143,137",25.06
73,"144,137",25.36
74,"145,137",25.22
75,"146,137",25.06
76,"147,136",25.37
77,"148,136",25.25
78,"149,136",25.20
79,"150,136",25.14
80,"151,136",25.37
81,"152,136",25.38
82,"153,136",25.18
83,"154,136",25.26
84,"155,136",25.25
85,"156,136",25.25
86,"157,136",25.25
87,"158,136",25.25
88,"159,136",25.25
89,"160,136",25.28
90,"161,136",25.18
91,"162,136",25.26
92,"163,136",25.26
93,"164,136",25.20
94,"165,136",25.59
95,"166,136",25.47
96,"167,136",25.28
97,"168,136",25.33
98,"169,136",25.36
99,"170,136",25.31
100,"171,136",25.37
101,"172,136",25.43
102,"173,136",25.30
103,"174,136",25.40
104,"175,136",25.25
105,"176,136",25.60
106,"177,136",25.26
107,"178,136",25.50
108,"179,136",25.43
109,"180,136",25.51
110,"181,136",25.43
111,"182,136",25.51
112,"183,136",25.29
113,"184,135",25.27
114,"185,135",25.39
115,"186,135",25.54
116,"187,135",25.49
117,"188,135",25.45
118,"189,135",25.45
119,"190,135",25.54
120,"191,135",25.55
121,"192,135",25.36
122,"193,135",25.42
123,"194,135",25.37
124,"195,135",25.42
125,"196,135",25.43
126,"197,135",25.48
127,"198,135",25.51
128,"199,135",25.60
129,"200,135",25.27
130,"201,135",25.65
131,"202,135",25.52
132,"203,135",25.43
133,"204,135",25.34
134,"205,135",25.32
135,"206,135",25.52
136,"207,135",25.31
137,"208,135",25.45
138,"209,135",25.38
139,"210,135",25.32
140,"211,135",25.45
141,"212,135",25.44
142,"213,135",25.43
143,"214,135",25.45
144,"215,135",25.42
145,"216,135",25.51
146,"217,135",25.54
147,"218,135",25.52
148,"219,135",25.49
149,"220,135",25.72
150,"221,134",25.60
151,"222,134",25.38
152,"223,134",25.38
153,"224,134",25.47
154,"225,134",25.39
155,"226,134",25.62
156,"227,134",25.57
157,"228,134",25.54
158,"229,134",25.55
159,"230,134",25.47
160,"231,134",25.43
161,"232,134",25.47
162,"233,134",25.47
163,"234,134",25.51
164,"235,134",25.52
165,"236,134",25.59
166,"237,134",25.40
167,"238,134",25.48
168,"239,134",25.52
169,"240,134",25.54
170,"241,134",25.49
171,"242,134",25.31
172,"243,134",25.60
173,"244,134",25.62
174,"245,134",25.57
175,"246,134",25.51
176,"247,134",25.57
177,"248,134",25.56
178,"249,134",25.61
179,"250,134",25.59
180,"251,134",25.60
181,"252,134",25.71
182,"253,134",25.57
183,"254,134",25.64
184,"255,134",25.55
185,"256,134",25.57
186,"257,134",25.56
187,"258,134",25.43
188,"259,133",25.64
189,"260,133",25.54
190,"261,133",25.64
191,"262,133",25.64
192,"263,133",25.68
193,"264,133",25.63
194,"265,133",25.77
195,"266,133",25.78
196,"267,133",25.66
197,"268,133",25.52
198,"269,133",25.64
199,"270,133",25.85
200,"271,133",25.66
201,"272,133",25.60
202,"273,133",25.52
203,"274,133",25.63
204,"275,133",25.61
205,"276,133",25.61
206,"277,133",25.77
207,"278,133",25.52
208,"279,133",25.61
209,"280,133",25.70
210,"281,133",25.82
211,"282,133",25.76
212,"283,133",25.70
213,"284,133",25.60
214,"285,133",25.54
215,"286,133",25.64
216,"287,133",25.72
217,"288,133",25.57
218,"289,133",25.52
219,"290,133",25.78
220,"291,133",25.73
221,"292,133",25.66
222,"293,133",25.66
223,"294,133",25.77
224,"295,133",25.62
225,"296,132",25.79
226,"297,132",25.70
227,"298,132",25.81
228,"299,132",25.52
229,"300,132",25.60
230,"301,132",25.70
231,"302,132",25.76
232,"303,132",25.73
233,"304,132",25.62
234,"305,132",25.54
235,"306,132",25.70
236,"307,132",25.73
237,"308,132",26.30
238,"309,132",25.62
239,"310,132",25.71
240,"311,132",25.85
241,"312,132",25.77
242,"313,132",25.77
243,"314,132",25.73
244,"315,132",25.68
245,"316,132",25.60
246,"317,132",25.78
247,"318,132",25.63
248,"319,132",25.75
249,"320,132",25.87
250,"321,132",25.85
251,"322,132",25.81
252,"323,132",25.85
253,"324,132",25.79
254,"325,132",25.93
255,"326,132",25.83
256,"327,132",25.77
257,"328,132",25.72
258,"329,132",25.72
259,"330,132",25.76
260,"331,132",25.82
261,"332,132",25.64
262,"333,131",25.73
263,"334,131",25.66
264,"335,131",25.61
265,"336,131",25.77
266,"337,131",25.77
267,"338,131",25.78
268,"339,131",25.82
269,"340,131",25.81
270,"341,131",25.65
271,"342,131",25.83
272,"343,131",25.82
273,"344,131",25.79
274,"345,131",25.79
275,"346,131",25.77
276,"347,131",25.83
277,"348,131",25.64
278,"349,131",25.90
279,"350,131",25.89
280,"351,131",25.73
281,"352,131",25.95
282,"353,131",25.81
283,"354,131",25.77
284,"355,131",25.72
285,"356,131",25.76
286,"357,131",25.77
287,"358,131",25.72
288,"359,131",25.93
289,"360,131",25.75
290,"361,131",25.77
291,"362,131",25.85
292,"363,131",25.77
293,"364,131",25.77
294,"365,131",25.73
295,"366,131",25.82
296,"367,131",25.85
297,"368,131",25.68
298,"369,131",25.77
299,"370,130",25.81
300,"371,130",25.86
301,"372,130",25.85
302,"373,130",25.83
303,"374,130",26.01
304,"375,130",25.86
305,"376,130",25.85
306,"377,130",25.64
307,"378,130",25.88
308,"379,130",25.82
309,"380,130",25.92
310,"381,130",25.81
311,"382,130",25.89
312,"383,130",26.18
313,"384,130",25.86
314,"385,130",25.89
315,"386,130",25.81
316,"387,130",25.83
317,"388,130",25.94
318,"389,130",25.85
319,"390,130",25.92
320,"391,130",25.90
321,"392,130",25.82
322,"393,130",25.77
323,"394,130",25.64
324,"395,130",25.98
325,"396,130",25.93
326,"397,130",25.85
327,"398,130",25.81
328,"399,130",25.83
329,"400,130",25.97
330,"401,130",25.77
331,"402,130",25.79
332,"403,130",25.79
333,"404,130",25.76
334,"405,130",25.86
335,"406,130",25.77
336,"407,129",25.63
