熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 17:01:20, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",24.14
2,"73,138",24.28
3,"74,138",24.17
4,"75,138",24.08
5,"76,138",24.21
6,"77,138",24.07
7,"78,138",24.28
8,"79,138",24.00
9,"80,138",24.23
10,"81,138",24.42
11,"82,138",24.38
12,"83,138",24.39
13,"84,138",24.14
14,"85,138",24.37
15,"86,138",24.25
16,"87,138",24.22
17,"88,138",24.22
18,"89,138",24.15
19,"90,138",24.25
20,"91,138",24.40
21,"92,138",24.18
22,"93,138",24.44
23,"94,138",24.30
24,"95,138",24.30
25,"96,138",24.40
26,"97,138",24.40
27,"98,138",24.32
28,"99,138",24.20
29,"100,138",24.47
30,"101,138",24.55
31,"102,138",24.45
32,"103,138",24.43
33,"104,138",24.43
34,"105,138",24.52
35,"106,138",24.31
36,"107,138",24.42
37,"108,138",24.60
38,"109,138",24.48
39,"110,137",24.52
40,"111,137",24.32
41,"112,137",24.31
42,"113,137",24.64
43,"114,137",24.44
44,"115,137",24.31
45,"116,137",24.49
46,"117,137",24.48
47,"118,137",24.45
48,"119,137",24.49
49,"120,137",24.48
50,"121,137",24.38
51,"122,137",24.74
52,"123,137",24.59
53,"124,137",24.44
54,"125,137",24.66
55,"126,137",24.55
56,"127,137",24.54
57,"128,137",24.53
58,"129,137",24.56
59,"130,137",24.43
60,"131,137",24.51
61,"132,137",24.61
62,"133,137",24.63
63,"134,137",24.54
64,"135,137",24.85
65,"136,137",24.74
66,"137,137",24.71
67,"138,137",24.69
68,"139,137",24.71
69,"140,137",24.71
70,"141,137",24.87
71,"142,137",24.60
72,"143,137",24.70
73,"144,137",24.90
74,"145,137",24.66
75,"146,137",24.61
76,"147,136",24.86
77,"148,136",24.89
78,"149,136",24.89
79,"150,136",24.76
80,"151,136",24.75
81,"152,136",24.97
82,"153,136",24.75
83,"154,136",24.85
84,"155,136",24.87
85,"156,136",24.82
86,"157,136",24.82
87,"158,136",24.83
88,"159,136",24.78
89,"160,136",24.87
90,"161,136",24.94
91,"162,136",24.81
92,"163,136",24.82
93,"164,136",24.87
94,"165,136",24.98
95,"166,136",24.85
96,"167,136",24.90
97,"168,136",24.97
98,"169,136",24.97
99,"170,136",24.97
100,"171,136",24.83
101,"172,136",24.81
102,"173,136",24.84
103,"174,136",24.83
104,"175,136",24.86
105,"176,136",24.90
106,"177,136",24.85
107,"178,136",24.90
108,"179,136",24.95
109,"180,136",25.08
110,"181,136",24.99
111,"182,136",24.95
112,"183,136",24.94
113,"184,135",24.86
114,"185,135",24.99
115,"186,135",24.99
116,"187,135",25.00
117,"188,135",24.97
118,"189,135",24.98
119,"190,135",24.95
120,"191,135",24.90
121,"192,135",25.04
122,"193,135",24.98
123,"194,135",24.94
124,"195,135",24.97
125,"196,135",24.94
126,"197,135",25.21
127,"198,135",25.00
128,"199,135",25.07
129,"200,135",24.90
130,"201,135",24.96
131,"202,135",24.93
132,"203,135",24.98
133,"204,135",24.98
134,"205,135",24.98
135,"206,135",24.98
136,"207,135",25.03
137,"208,135",24.98
138,"209,135",24.98
139,"210,135",24.90
140,"211,135",24.82
141,"212,135",25.05
142,"213,135",24.90
143,"214,135",25.00
144,"215,135",24.75
145,"216,135",24.90
