熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 17:05:25, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",23.28
2,"73,138",23.42
3,"74,138",23.37
4,"75,138",23.40
5,"76,138",23.33
6,"77,138",23.21
7,"78,138",23.39
8,"79,138",23.28
9,"80,138",23.31
10,"81,138",23.41
11,"82,138",23.52
12,"83,138",23.33
13,"84,138",23.15
14,"85,138",23.52
15,"86,138",23.34
16,"87,138",23.33
17,"88,138",23.29
18,"89,138",23.18
19,"90,138",23.38
20,"91,138",23.62
21,"92,138",23.16
22,"93,138",23.54
23,"94,138",23.26
24,"95,138",23.37
25,"96,138",23.40
26,"97,138",23.27
27,"98,138",23.38
28,"99,138",23.27
29,"100,138",23.55
30,"101,138",23.43
31,"102,138",23.30
32,"103,138",23.37
33,"104,138",23.37
34,"105,138",23.31
35,"106,138",23.34
36,"107,138",23.21
37,"108,138",23.59
38,"109,138",23.53
39,"110,137",23.38
40,"111,137",23.30
41,"112,137",23.30
42,"113,137",23.43
43,"114,137",23.39
44,"115,137",23.21
45,"116,137",23.26
46,"117,137",23.37
47,"118,137",23.37
48,"119,137",23.38
49,"120,137",23.28
50,"121,137",23.32
51,"122,137",23.59
52,"123,137",23.48
53,"124,137",23.31
54,"125,137",23.58
55,"126,137",23.31
56,"127,137",23.42
57,"128,137",23.47
58,"129,137",23.42
59,"130,137",23.32
60,"131,137",23.32
61,"132,137",23.47
62,"133,137",23.47
63,"134,137",23.50
64,"135,137",23.61
65,"136,137",23.47
66,"137,137",23.58
67,"138,137",23.37
68,"139,137",23.53
69,"140,137",23.52
70,"141,137",23.77
71,"142,137",23.73
72,"143,137",23.41
73,"144,137",23.74
74,"145,137",23.31
75,"146,137",23.39
76,"147,136",23.61
77,"148,136",23.55
78,"149,136",23.53
79,"150,136",23.53
80,"151,136",23.53
81,"152,136",23.73
82,"153,136",23.42
83,"154,136",23.51
84,"155,136",23.56
85,"156,136",23.61
86,"157,136",23.56
87,"158,136",23.52
88,"159,136",23.54
89,"160,136",23.51
90,"161,136",23.59
91,"162,136",23.62
92,"163,136",23.64
93,"164,136",23.58
94,"165,136",23.56
95,"166,136",23.73
96,"167,136",23.55
97,"168,136",23.50
98,"169,136",23.74
99,"170,136",23.52
100,"171,136",23.43
101,"172,136",23.52
102,"173,136",23.51
103,"174,136",23.48
104,"175,136",23.84
105,"176,136",23.61
106,"177,136",23.41
107,"178,136",23.52
108,"179,136",23.66
109,"180,136",23.76
110,"181,136",23.66
111,"182,136",23.50
112,"183,136",23.56
113,"184,135",23.56
114,"185,135",23.55
115,"186,135",23.55
116,"187,135",23.55
117,"188,135",23.56
118,"189,135",23.60
119,"190,135",23.59
120,"191,135",23.53
121,"192,135",23.64
122,"193,135",23.59
123,"194,135",23.53
124,"195,135",23.53
125,"196,135",23.41
126,"197,135",23.69
127,"198,135",23.75
128,"199,135",23.63
129,"200,135",23.58
130,"201,135",23.63
131,"202,135",23.59
132,"203,135",23.51
133,"204,135",23.53
134,"205,135",23.51
135,"206,135",23.51
136,"207,135",23.45
137,"208,135",23.66
138,"209,135",23.52
139,"210,135",23.30
140,"211,135",23.38
141,"212,135",23.73
142,"213,135",23.62
143,"214,135",23.66
144,"215,135",23.34
145,"216,135",23.51
146,"217,135",23.59
147,"218,135",23.61
148,"219,135",23.56
149,"220,135",23.59
150,"221,134",23.59
151,"222,134",23.61
152,"223,134",23.69
153,"224,134",23.43
154,"225,134",23.66
155,"226,134",23.61
156,"227,134",23.55
157,"228,134",23.63
158,"229,134",23.69
159,"230,134",23.59
160,"231,134",23.51
161,"232,134",23.50
162,"233,134",23.48
163,"234,134",23.55
164,"235,134",23.59
165,"236,134",23.58
166,"237,134",23.41
167,"238,134",23.54
168,"239,134",23.66
169,"240,134",23.42
170,"241,134",23.55
171,"242,134",23.58
172,"243,134",23.43
173,"244,134",23.55
174,"245,134",23.78
175,"246,134",23.51
176,"247,134",23.64
177,"248,134",23.59
178,"249,134",23.60
179,"250,134",23.63
180,"251,134",23.64
181,"252,134",23.60
182,"253,134",23.59
183,"254,134",23.58
184,"255,134",23.55
185,"256,134",23.63
186,"257,134",23.62
187,"258,134",23.60
188,"259,133",23.56
189,"260,133",23.56
190,"261,133",23.70
191,"262,133",23.70
192,"263,133",23.65
193,"264,133",23.67
194,"265,133",23.83
195,"266,133",23.64
196,"267,133",23.67
197,"268,133",23.76
198,"269,133",23.61
199,"270,133",23.61
200,"271,133",23.59
201,"272,133",23.42
202,"273,133",23.62
203,"274,133",23.64
204,"275,133",23.74
205,"276,133",23.56
206,"277,133",23.70
207,"278,133",23.60
208,"279,133",23.61
209,"280,133",23.61
210,"281,133",23.70
211,"282,133",24.07
212,"283,133",23.63
213,"284,133",23.56
214,"285,133",23.50
215,"286,133",23.60
216,"287,133",23.62
217,"288,133",23.62
218,"289,133",23.60
219,"290,133",23.54
220,"291,133",23.76
221,"292,133",23.80
222,"293,133",23.64
223,"294,133",23.69
224,"295,133",23.70
225,"296,132",23.52
226,"297,132",23.70
227,"298,132",23.83
228,"299,132",23.64
229,"300,132",23.55
230,"301,132",23.67
231,"302,132",23.75
232,"303,132",23.55
233,"304,132",23.66
234,"305,132",23.62
235,"306,132",23.26
236,"307,132",23.62
237,"308,132",23.55
238,"309,132",23.59
239,"310,132",23.58
240,"311,132",23.64
241,"312,132",23.61
242,"313,132",23.66
243,"314,132",23.65
244,"315,132",23.65
245,"316,132",23.86
246,"317,132",23.77
247,"318,132",23.59
248,"319,132",23.62
249,"320,132",23.71
250,"321,132",23.63
251,"322,132",23.64
252,"323,132",23.55
253,"324,132",23.67
254,"325,132",23.95
255,"326,132",23.63
256,"327,132",23.77
257,"328,132",23.65
258,"329,132",23.54
259,"330,132",23.58
260,"331,132",23.53
261,"332,132",23.61
262,"333,131",23.77
263,"334,131",23.34
264,"335,131",23.63
265,"336,131",23.63
266,"337,131",23.65
267,"338,131",23.67
268,"339,131",23.62
269,"340,131",23.56
270,"341,131",23.58
271,"342,131",23.74
272,"343,131",23.67
273,"344,131",23.47
274,"345,131",23.74
275,"346,131",23.66
276,"347,131",23.74
277,"348,131",23.56
278,"349,131",23.74
279,"350,131",23.75
280,"351,131",23.69
281,"352,131",23.73
282,"353,131",23.67
283,"354,131",23.80
284,"355,131",23.54
285,"356,131",23.66
286,"357,131",23.55
287,"358,131",23.64
288,"359,131",23.73
289,"360,131",23.43
290,"361,131",23.63
291,"362,131",23.62
292,"363,131",23.71
293,"364,131",23.70
294,"365,131",23.65
295,"366,131",23.66
296,"367,131",23.66
297,"368,131",23.60
298,"369,131",23.60
299,"370,130",23.70
300,"371,130",23.66
301,"372,130",23.66
302,"373,130",23.56
303,"374,130",23.70
304,"375,130",23.59
305,"376,130",23.65
306,"377,130",23.53
307,"378,130",23.64
308,"379,130",23.65
309,"380,130",23.60
310,"381,130",23.60
311,"382,130",23.92
312,"383,130",23.64
313,"384,130",23.67
314,"385,130",23.69
315,"386,130",23.59
316,"387,130",23.75
317,"388,130",23.63
318,"389,130",23.85
319,"390,130",23.59
320,"391,130",23.58
321,"392,130",23.69
322,"393,130",23.67
323,"394,130",23.70
324,"395,130",23.64
325,"396,130",23.56
326,"397,130",23.66
327,"398,130",23.64
328,"399,130",23.65
329,"400,130",23.65
330,"401,130",23.58
331,"402,130",23.49
332,"403,130",23.43
333,"404,130",23.55
334,"405,130",23.85
335,"406,130",23.55
336,"407,129",23.69
