熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 17:05:20, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",23.00
2,"73,138",23.20
3,"74,138",23.30
4,"75,138",23.08
5,"76,138",23.15
6,"77,138",23.04
7,"78,138",23.05
8,"79,138",23.09
9,"80,138",23.10
10,"81,138",23.28
11,"82,138",23.22
12,"83,138",23.27
13,"84,138",22.92
14,"85,138",23.39
15,"86,138",23.10
16,"87,138",23.14
17,"88,138",23.26
18,"89,138",23.03
19,"90,138",23.21
20,"91,138",23.16
21,"92,138",23.04
22,"93,138",23.28
23,"94,138",23.07
24,"95,138",23.49
25,"96,138",23.47
26,"97,138",23.14
27,"98,138",23.15
28,"99,138",23.08
29,"100,138",23.28
30,"101,138",23.25
31,"102,138",23.14
32,"103,138",23.21
33,"104,138",23.22
34,"105,138",23.21
35,"106,138",23.14
36,"107,138",23.11
37,"108,138",23.30
38,"109,138",23.28
39,"110,137",23.22
40,"111,137",23.15
41,"112,137",22.99
42,"113,137",23.20
43,"114,137",23.21
44,"115,137",23.15
45,"116,137",23.08
46,"117,137",23.39
47,"118,137",23.23
48,"119,137",23.25
49,"120,137",23.14
50,"121,137",23.25
51,"122,137",23.25
52,"123,137",23.38
53,"124,137",23.26
54,"125,137",23.25
55,"126,137",23.28
56,"127,137",23.31
57,"128,137",23.28
58,"129,137",23.28
59,"130,137",23.23
60,"131,137",23.16
61,"132,137",23.26
62,"133,137",23.34
63,"134,137",23.15
64,"135,137",23.34
65,"136,137",23.28
66,"137,137",23.55
67,"138,137",23.32
68,"139,137",23.37
69,"140,137",23.37
70,"141,137",22.98
71,"142,137",23.28
72,"143,137",23.23
73,"144,137",23.54
74,"145,137",23.10
75,"146,137",23.25
76,"147,136",23.51
77,"148,136",23.38
78,"149,136",23.28
79,"150,136",23.29
80,"151,136",23.19
81,"152,136",23.41
82,"153,136",23.22
83,"154,136",23.36
84,"155,136",23.36
85,"156,136",23.38
86,"157,136",23.48
87,"158,136",23.31
88,"159,136",23.34
89,"160,136",23.32
90,"161,136",23.27
91,"162,136",23.31
92,"163,136",23.31
93,"164,136",23.39
94,"165,136",23.36
95,"166,136",23.38
96,"167,136",23.33
97,"168,136",23.37
98,"169,136",23.39
99,"170,136",23.39
100,"171,136",23.28
101,"172,136",23.25
102,"173,136",23.37
103,"174,136",23.31
104,"175,136",23.38
105,"176,136",23.41
106,"177,136",23.34
107,"178,136",23.43
108,"179,136",23.50
109,"180,136",23.58
110,"181,136",23.41
111,"182,136",23.31
112,"183,136",23.36
113,"184,135",23.33
114,"185,135",23.41
115,"186,135",23.39
116,"187,135",23.38
117,"188,135",23.37
118,"189,135",23.34
119,"190,135",23.51
120,"191,135",23.48
121,"192,135",23.31
122,"193,135",23.39
123,"194,135",23.29
124,"195,135",23.40
125,"196,135",23.38
