熱画像データ, AVIO_IR_20211105_1649.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 16:56:10, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"72,138",27.19
2,"73,138",27.21
3,"74,138",27.04
4,"75,138",27.22
5,"76,138",27.19
6,"77,138",27.04
7,"78,138",27.30
8,"79,138",27.26
9,"80,138",27.40
10,"81,138",27.22
11,"82,138",27.20
12,"83,138",27.08
13,"84,138",26.93
14,"85,138",27.35
15,"86,138",27.12
16,"87,138",27.27
17,"88,138",27.19
18,"89,138",27.30
19,"90,138",27.41
20,"91,138",27.57
21,"92,138",27.42
22,"93,138",27.53
23,"94,138",27.48
24,"95,138",27.29
25,"96,138",27.52
26,"97,138",27.53
27,"98,138",27.54
28,"99,138",27.53
29,"100,138",27.67
30,"101,138",27.67
31,"102,138",27.71
32,"103,138",27.73
33,"104,138",27.73
34,"105,138",27.73
35,"106,138",27.76
36,"107,138",27.76
37,"108,138",27.88
38,"109,138",27.87
39,"110,137",27.73
40,"111,137",27.89
41,"112,137",27.72
42,"113,137",27.79
43,"114,137",27.89
44,"115,137",28.00
45,"116,137",27.78
46,"117,137",27.88
47,"118,137",28.00
48,"119,137",27.92
49,"120,137",27.89
50,"121,137",27.95
51,"122,137",28.15
52,"123,137",28.08
53,"124,137",28.04
54,"125,137",28.21
55,"126,137",28.20
56,"127,137",28.07
57,"128,137",28.02
58,"129,137",28.11
59,"130,137",28.22
60,"131,137",28.05
61,"132,137",28.07
62,"133,137",28.24
63,"134,137",28.39
64,"135,137",28.30
65,"136,137",28.52
66,"137,137",28.50
67,"138,137",28.49
68,"139,137",28.56
69,"140,137",28.41
70,"141,137",28.48
71,"142,137",28.43
72,"143,137",28.32
73,"144,137",28.66
74,"145,137",28.55
75,"146,137",28.46
76,"147,136",28.68
77,"148,136",28.75
78,"149,136",28.68
79,"150,136",28.71
80,"151,136",28.75
81,"152,136",28.72
82,"153,136",28.70
83,"154,136",28.66
84,"155,136",28.63
85,"156,136",28.76
86,"157,136",28.66
87,"158,136",28.65
88,"159,136",28.78
89,"160,136",28.77
90,"161,136",28.73
91,"162,136",28.78
92,"163,136",28.82
93,"164,136",28.77
94,"165,136",28.93
95,"166,136",29.05
96,"167,136",28.75
97,"168,136",28.89
98,"169,136",28.91
99,"170,136",28.91
100,"171,136",28.91
101,"172,136",28.97
102,"173,136",28.82
103,"174,136",28.90
104,"175,136",28.86
105,"176,136",29.01
106,"177,136",28.78
107,"178,136",28.90
108,"179,136",29.09
109,"180,136",28.98
110,"181,136",29.00
