熱画像データ, AVIO_IR_20211105_1721.SVX
測定日時, '2021/11/05,レンジ, 1
測定時間, 17:27:40, 放射率, 0.96
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"184,136",36.59
2,"184,137",36.50
3,"184,138",36.54
4,"184,139",36.62
5,"184,140",36.41
6,"184,141",36.59
7,"184,142",36.52
8,"184,143",36.62
9,"184,144",36.62
10,"184,145",36.62
11,"184,146",36.63
12,"184,147",36.59
13,"184,148",36.59
14,"184,149",36.55
15,"184,150",36.57
16,"184,151",36.56
17,"184,152",36.54
18,"184,153",36.65
19,"184,154",36.43
20,"184,155",36.55
21,"184,156",36.52
22,"184,157",36.54
23,"184,158",36.56
24,"184,159",36.56
25,"184,160",36.55
26,"184,161",36.50
27,"184,162",36.37
28,"184,163",36.67
29,"184,164",36.54
30,"184,165",36.59
31,"184,166",36.54
32,"184,167",36.54
33,"184,168",36.59
34,"184,169",36.63
35,"184,170",36.45
36,"184,171",36.52
37,"184,172",36.42
38,"184,173",36.64
39,"184,174",36.55
40,"184,175",36.77
41,"184,176",36.43
42,"185,177",36.56
43,"185,178",36.54
44,"185,179",36.50
45,"185,180",36.34
46,"185,181",36.43
47,"185,182",36.51
48,"185,183",36.45
49,"185,184",36.46
50,"185,185",36.55
51,"185,186",36.48
52,"185,187",36.33
53,"185,188",36.47
54,"185,189",36.59
55,"185,190",36.62
56,"185,191",36.65
57,"185,192",36.39
58,"185,193",36.59
59,"185,194",36.45
60,"185,195",36.54
61,"185,196",36.43
62,"185,197",36.51
63,"185,198",36.53
64,"185,199",36.39
65,"185,200",36.55
66,"185,201",36.39
67,"185,202",36.47
68,"185,203",36.51
69,"185,204",36.42
70,"185,205",36.45
71,"185,206",36.51
72,"185,207",36.54
73,"185,208",36.32
74,"185,209",36.51
75,"185,210",36.28
76,"185,211",36.37
77,"185,212",36.40
78,"185,213",36.39
79,"185,214",36.35
80,"185,215",36.34
81,"185,216",36.34
82,"186,217",36.50
83,"186,218",36.39
84,"186,219",36.28
85,"186,220",36.41
86,"186,221",36.45
87,"186,222",36.37
88,"186,223",36.28
89,"186,224",36.31
90,"186,225",36.25
91,"186,226",36.25
92,"186,227",36.37
93,"186,228",36.31
94,"186,229",36.23
95,"186,230",36.32
96,"186,231",36.30
97,"186,232",36.30
98,"186,233",36.33
99,"186,234",36.35
100,"186,235",36.40
101,"186,236",36.25
102,"186,237",36.31
103,"186,238",36.37
104,"186,239",36.31
105,"186,240",36.39
106,"186,241",36.41
107,"186,242",36.25
108,"186,243",35.86
109,"186,244",36.33
110,"186,245",36.17
111,"186,246",36.23
112,"186,247",36.25
113,"186,248",36.28
114,"186,249",36.33
115,"186,250",36.33
116,"186,251",36.31
117,"186,252",36.24
118,"186,253",36.37
119,"186,254",36.19
120,"186,255",36.28
121,"186,256",36.28
122,"186,257",36.25
123,"187,258",36.24
124,"187,259",36.25
125,"187,260",36.25
126,"187,261",36.17
127,"187,262",36.07
128,"187,263",36.17
129,"187,264",36.19
130,"187,265",36.17
131,"187,266",36.17
132,"187,267",36.22
133,"187,268",36.25
134,"187,269",36.13
135,"187,270",36.13
136,"187,271",36.13
137,"187,272",36.13
138,"187,273",36.13
139,"187,274",36.21
140,"187,275",35.98
141,"187,276",36.15
142,"187,277",35.92
143,"187,278",36.14
144,"187,279",36.24
145,"187,280",36.09
146,"187,281",36.08
147,"187,282",36.23
148,"187,283",36.21
149,"187,284",36.14
150,"187,285",36.13
151,"187,286",36.07
152,"187,287",36.03
153,"187,288",36.22
154,"187,289",35.99
155,"187,290",36.03
156,"187,291",36.03
157,"187,292",36.03
158,"187,293",36.07
159,"187,294",36.03
160,"187,295",36.11
161,"187,296",35.98
162,"187,297",36.03
163,"188,298",35.99
164,"188,299",36.09
165,"188,300",35.89
166,"188,301",36.06
167,"188,302",35.95
168,"188,303",36.14
169,"188,304",35.99
170,"188,305",36.06
171,"188,306",35.86
172,"188,307",35.79
173,"188,308",36.11
174,"188,309",35.97
175,"188,310",35.96
176,"188,311",35.78
177,"188,312",35.83
178,"188,313",35.85
179,"188,314",35.85
180,"188,315",35.86
181,"188,316",35.94
182,"188,317",35.94
183,"188,318",35.97
184,"188,319",35.81
185,"188,320",35.83
186,"188,321",35.74
187,"188,322",35.98
188,"188,323",35.90
189,"188,324",35.84
190,"188,325",35.77
191,"188,326",35.74
192,"188,327",35.72
193,"188,328",35.74
194,"188,329",35.69
195,"188,330",35.68
196,"188,331",35.85
197,"188,332",35.54
198,"188,333",35.63
199,"188,334",35.66
200,"188,335",35.61
201,"188,336",35.62
202,"188,337",35.63
203,"189,338",35.63
204,"189,339",35.63
205,"189,340",35.56
206,"189,341",35.39
207,"189,342",35.43
