x_pw,y_pw,z_pw,x_nw,y_nw,z_nw
188.6773951,-130,-85.98524275,0.75470958,0,0.656059029
191.5111108,-130,-89.30309758,0.766044443,0,0.64278761
194.2864904,-130,-92.66990224,0.777145961,0,0.629320391
197.0026884,-130,-96.08463117,0.788010754,0,0.615661475
199.6588775,-130,-99.54624421,0.79863551,0,0.601815023
202.2542486,-130,-103.0536869,0.809016994,0,0.587785252
204.7880111,-130,-106.6058909,0.819152044,0,0.573576436
207.2593931,-130,-110.2017741,0.829037573,0,0.559192903
209.667642,-130,-113.8402412,0.838670568,0,0.544639035
212.012024,-130,-117.5201839,0.848048096,0,0.529919264
214.2918252,-130,-121.2404813,0.857167301,0,0.515038075
1.53E-14,-125,0,0,0,1
4.363101609,-125,-0.038076211,0.017452406,0,0.999847695
8.724874176,-125,-0.152293245,0.034899497,0,0.999390827
13.08398906,-125,-0.342616311,0.052335956,0,0.998629535
17.43911844,-125,-0.608987435,0.069756474,0,0.99756405
21.78893569,-125,-0.951325477,0.087155743,0,0.996194698
26.13211582,-125,-1.369526158,0.104528463,0,0.994521895
30.46733585,-125,-1.86346209,0.121869343,0,0.992546152
34.79327524,-125,-2.432982815,0.139173101,0,0.990268069
39.10861626,-125,-3.077914851,0.156434465,0,0.987688341
43.41204442,-125,-3.798061747,0.173648178,0,0.984807753
47.70224884,-125,-4.593204138,0.190808995,0,0.981627183
51.9779227,-125,-5.463099817,0.207911691,0,0.978147601
56.23776359,-125,-6.407483804,0.224951054,0,0.974370065
60.4804739,-125,-7.426068431,0.241921896,0,0.970295726
64.70476128,-125,-8.518543428,0.258819045,0,0.965925826
68.90933895,-125,-9.684576015,0.275637356,0,0.961261696
73.09292618,-125,-10.92381101,0.292371705,0,0.956304756
77.25424859,-125,-12.23587093,0.309016994,0,0.951056516
81.39203861,-125,-13.6203561,0.325568154,0,0.945518576
85.50503583,-125,-15.0768448,0.342020143,0,0.939692621
89.59198739,-125,-16.60489338,0.35836795,0,0.933580426
93.65164835,-125,-18.20403636,0.374606593,0,0.927183855
97.68278212,-125,-19.87378664,0.390731128,0,0.920504853
101.6841608,-125,-21.61363559,0.406736643,0,0.913545458
105.6545654,-125,-23.42305324,0.422618262,0,0.906307787
109.5927867,-125,-25.30148843,0.438371147,0,0.898794046
113.4976249,-125,-27.24836895,0.4539905,0,0.891006524
117.3678907,-125,-29.26310179,0.469471563,0,0.882947593
121.2024051,-125,-31.34507322,0.48480962,0,0.874619707
125,-125,-33.49364905,0.5,0,0.866025404
128.7595187,-125,-35.70817482,0.515038075,0,0.857167301
132.4798161,-125,-37.98797596,0.529919264,0,0.848048096
136.1597588,-125,-40.33235801,0.544639035,0,0.838670568
139.7982259,-125,-42.74060686,0.559192903,0,0.829037573
143.3941091,-125,-45.21198893,0.573576436,0,0.819152044
146.9463131,-125,-47.74575141,0.587785252,0,0.809016994
150.4537558,-125,-50.34112249,0.601815023,0,0.79863551
153.9153688,-125,-52.9973116,0.615661475,0,0.788010754
157.3300978,-125,-55.71350964,0.629320391,0,0.777145961
160.6969024,-125,-58.48888922,0.64278761,0,0.766044443
164.0147572,-125,-61.32260494,0.656059029,0,0.75470958
167.2826516,-125,-64.21379363,0.669130606,0,0.743144825
170.49959,-125,-67.1615746,0.68199836,0,0.731353702
173.6645926,-125,-70.16504992,0.69465837,0,0.7193398
176.7766953,-125,-73.2233047,0.707106781,0,0.707106781
179.8349501,-125,-76.33540739,0.7193398,0,0.69465837
182.8384254,-125,-79.50040998,0.731353702,0,0.68199836
185.7862064,-125,-82.71734841,0.743144825,0,0.669130606
188.6773951,-125,-85.98524275,0.75470958,0,0.656059029
191.5111108,-125,-89.30309758,0.766044443,0,0.64278761
194.2864904,-125,-92.66990224,0.777145961,0,0.629320391
197.0026884,-125,-96.08463117,0.788010754,0,0.615661475
199.6588775,-125,-99.54624421,0.79863551,0,0.601815023
202.2542486,-125,-103.0536869,0.809016994,0,0.587785252
204.7880111,-125,-106.6058909,0.819152044,0,0.573576436
207.2593931,-125,-110.2017741,0.829037573,0,0.559192903
209.667642,-125,-113.8402412,0.838670568,0,0.544639035
212.012024,-125,-117.5201839,0.848048096,0,0.529919264
214.2918252,-125,-121.2404813,0.857167301,0,0.515038075
1.53E-14,-120,0,0,0,1
4.363101609,-120,-0.038076211,0.017452406,0,0.999847695
8.724874176,-120,-0.152293245,0.034899497,0,0.999390827
13.08398906,-120,-0.342616311,0.052335956,0,0.998629535
17.43911844,-120,-0.608987435,0.069756474,0,0.99756405
21.78893569,-120,-0.951325477,0.087155743,0,0.996194698
26.13211582,-120,-1.369526158,0.104528463,0,0.994521895
30.46733585,-120,-1.86346209,0.121869343,0,0.992546152
34.79327524,-120,-2.432982815,0.139173101,0,0.990268069
39.10861626,-120,-3.077914851,0.156434465,0,0.987688341
43.41204442,-120,-3.798061747,0.173648178,0,0.984807753
47.70224884,-120,-4.593204138,0.190808995,0,0.981627183
51.9779227,-120,-5.463099817,0.207911691,0,0.978147601
56.23776359,-120,-6.407483804,0.224951054,0,0.974370065
60.4804739,-120,-7.426068431,0.241921896,0,0.970295726
64.70476128,-120,-8.518543428,0.258819045,0,0.965925826
68.90933895,-120,-9.684576015,0.275637356,0,0.961261696
73.09292618,-120,-10.92381101,0.292371705,0,0.956304756
77.25424859,-120,-12.23587093,0.309016994,0,0.951056516
81.39203861,-120,-13.6203561,0.325568154,0,0.945518576
85.50503583,-120,-15.0768448,0.342020143,0,0.939692621
89.59198739,-120,-16.60489338,0.35836795,0,0.933580426
93.65164835,-120,-18.20403636,0.374606593,0,0.927183855
97.68278212,-120,-19.87378664,0.390731128,0,0.920504853
101.6841608,-120,-21.61363559,0.406736643,0,0.913545458
105.6545654,-120,-23.42305324,0.422618262,0,0.906307787
109.5927867,-120,-25.30148843,0.438371147,0,0.898794046
113.4976249,-120,-27.24836895,0.4539905,0,0.891006524
117.3678907,-120,-29.26310179,0.469471563,0,0.882947593
121.2024051,-120,-31.34507322,0.48480962,0,0.874619707
125,-120,-33.49364905,0.5,0,0.866025404
128.7595187,-120,-35.70817482,0.515038075,0,0.857167301
132.4798161,-120,-37.98797596,0.529919264,0,0.848048096
136.1597588,-120,-40.33235801,0.544639035,0,0.838670568
139.7982259,-120,-42.74060686,0.559192903,0,0.829037573
143.3941091,-120,-45.21198893,0.573576436,0,0.819152044
146.9463131,-120,-47.74575141,0.587785252,0,0.809016994
150.4537558,-120,-50.34112249,0.601815023,0,0.79863551
153.9153688,-120,-52.9973116,0.615661475,0,0.788010754
157.3300978,-120,-55.71350964,0.629320391,0,0.777145961
160.6969024,-120,-58.48888922,0.64278761,0,0.766044443
164.0147572,-120,-61.32260494,0.656059029,0,0.75470958
167.2826516,-120,-64.21379363,0.669130606,0,0.743144825
170.49959,-120,-67.1615746,0.68199836,0,0.731353702
173.6645926,-120,-70.16504992,0.69465837,0,0.7193398
176.7766953,-120,-73.2233047,0.707106781,0,0.707106781
179.8349501,-120,-76.33540739,0.7193398,0,0.69465837
182.8384254,-120,-79.50040998,0.731353702,0,0.68199836
185.7862064,-120,-82.71734841,0.743144825,0,0.669130606
188.6773951,-120,-85.98524275,0.75470958,0,0.656059029
191.5111108,-120,-89.30309758,0.766044443,0,0.64278761
194.2864904,-120,-92.66990224,0.777145961,0,0.629320391
197.0026884,-120,-96.08463117,0.788010754,0,0.615661475
199.6588775,-120,-99.54624421,0.79863551,0,0.601815023
202.2542486,-120,-103.0536869,0.809016994,0,0.587785252
204.7880111,-120,-106.6058909,0.819152044,0,0.573576436
207.2593931,-120,-110.2017741,0.829037573,0,0.559192903
209.667642,-120,-113.8402412,0.838670568,0,0.544639035
212.012024,-120,-117.5201839,0.848048096,0,0.529919264
214.2918252,-120,-121.2404813,0.857167301,0,0.515038075
1.53E-14,-115,0,0,0,1
4.363101609,-115,-0.038076211,0.017452406,0,0.999847695
8.724874176,-115,-0.152293245,0.034899497,0,0.999390827
13.08398906,-115,-0.342616311,0.052335956,0,0.998629535
17.43911844,-115,-0.608987435,0.069756474,0,0.99756405
21.78893569,-115,-0.951325477,0.087155743,0,0.996194698
26.13211582,-115,-1.369526158,0.104528463,0,0.994521895
30.46733585,-115,-1.86346209,0.121869343,0,0.992546152
34.79327524,-115,-2.432982815,0.139173101,0,0.990268069
39.10861626,-115,-3.077914851,0.156434465,0,0.987688341
43.41204442,-115,-3.798061747,0.173648178,0,0.984807753
47.70224884,-115,-4.593204138,0.190808995,0,0.981627183
51.9779227,-115,-5.463099817,0.207911691,0,0.978147601
56.23776359,-115,-6.407483804,0.224951054,0,0.974370065
60.4804739,-115,-7.426068431,0.241921896,0,0.970295726
64.70476128,-115,-8.518543428,0.258819045,0,0.965925826
68.90933895,-115,-9.684576015,0.275637356,0,0.961261696
73.09292618,-115,-10.92381101,0.292371705,0,0.956304756
77.25424859,-115,-12.23587093,0.309016994,0,0.951056516
81.39203861,-115,-13.6203561,0.325568154,0,0.945518576
85.50503583,-115,-15.0768448,0.342020143,0,0.939692621
89.59198739,-115,-16.60489338,0.35836795,0,0.933580426
93.65164835,-115,-18.20403636,0.374606593,0,0.927183855
97.68278212,-115,-19.87378664,0.390731128,0,0.920504853
101.6841608,-115,-21.61363559,0.406736643,0,0.913545458
105.6545654,-115,-23.42305324,0.422618262,0,0.906307787
109.5927867,-115,-25.30148843,0.438371147,0,0.898794046
113.4976249,-115,-27.24836895,0.4539905,0,0.891006524
117.3678907,-115,-29.26310179,0.469471563,0,0.882947593
121.2024051,-115,-31.34507322,0.48480962,0,0.874619707
125,-115,-33.49364905,0.5,0,0.866025404
128.7595187,-115,-35.70817482,0.515038075,0,0.857167301
132.4798161,-115,-37.98797596,0.529919264,0,0.848048096
136.1597588,-115,-40.33235801,0.544639035,0,0.838670568
