熱画像データ, AVIO_IR_20211013_1419.SVX
測定日時, '2021/10/13,レンジ, 1
測定時間, 14:33:03, 放射率, 0.94
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"112,122",23.28
2,"112,123",23.37
3,"112,124",23.39
4,"112,125",23.38
5,"112,126",23.33
6,"112,127",23.39
7,"112,128",23.26
8,"112,129",23.11
9,"112,130",23.36
10,"112,131",23.36
11,"112,132",23.33
12,"112,133",23.34
13,"112,134",23.39
14,"112,135",23.50
15,"112,136",23.27
16,"112,137",23.22
17,"112,138",23.40
18,"112,139",23.40
19,"112,140",23.50
20,"112,141",23.37
21,"112,142",23.29
22,"111,143",23.40
23,"111,144",23.27
24,"111,145",23.40
25,"111,146",23.40
26,"111,147",23.32
27,"111,148",23.47
28,"111,149",23.15
29,"111,150",23.34
30,"111,151",23.28
31,"111,152",23.44
32,"111,153",23.21
33,"111,154",23.44
34,"111,155",23.44
35,"111,156",23.21
36,"111,157",23.37
37,"111,158",23.63
38,"111,159",23.39
39,"111,160",23.29
40,"111,161",23.38
41,"111,162",23.40
42,"111,163",23.31
43,"110,164",23.37
44,"110,165",23.56
45,"110,166",23.52
46,"110,167",23.51
47,"110,168",23.52
48,"110,169",23.41
49,"110,170",23.44
50,"110,171",23.49
51,"110,172",23.49
52,"110,173",23.45
53,"110,174",23.36
54,"110,175",23.60
55,"110,176",23.45
56,"110,177",23.50
57,"110,178",23.20
58,"110,179",23.34
59,"110,180",23.45
60,"110,181",23.61
61,"110,182",23.45
62,"110,183",23.47
63,"109,184",23.49
64,"109,185",23.34
65,"109,186",23.59
66,"109,187",23.51
67,"109,188",23.44
68,"109,189",23.28
69,"109,190",23.44
70,"109,191",23.45
71,"109,192",23.42
72,"109,193",23.37
73,"109,194",23.56
74,"109,195",23.44
75,"109,196",23.45
76,"109,197",23.54
77,"109,198",23.41
78,"109,199",23.45
79,"109,200",23.36
80,"109,201",23.45
81,"109,202",23.45
82,"109,203",23.67
83,"109,204",23.70
84,"108,205",23.36
85,"108,206",23.40
86,"108,207",23.42
87,"108,208",23.40
88,"108,209",23.41
89,"108,210",23.41
90,"108,211",23.42
91,"108,212",23.48
92,"108,213",23.29
93,"108,214",23.47
94,"108,215",23.29
95,"108,216",23.26
96,"108,217",23.54
97,"108,218",23.27
98,"108,219",23.47
99,"108,220",23.42
100,"108,221",23.40
101,"108,222",23.27
102,"108,223",23.44
103,"108,224",23.42
104,"107,225",23.30
105,"107,226",23.34
106,"107,227",23.39
107,"107,228",23.20
108,"107,229",23.48
109,"107,230",23.29
110,"107,231",23.27
111,"107,232",23.37
112,"107,233",23.45
113,"107,234",23.54
114,"107,235",23.33
115,"107,236",23.31
116,"107,237",23.18
117,"107,238",23.38
118,"107,239",23.23
119,"107,240",23.47
120,"107,241",23.36
121,"107,242",23.61
122,"107,243",23.45
123,"107,244",23.48
124,"107,245",23.27
125,"106,246",23.45
126,"106,247",23.42
127,"106,248",23.41
128,"106,249",23.34
129,"106,250",23.34
130,"106,251",23.38
131,"106,252",23.45
132,"106,253",23.26
133,"106,254",23.27
134,"106,255",23.50
135,"106,256",23.21
136,"106,257",23.40
137,"106,258",23.36
138,"106,259",23.32
139,"106,260",23.37
140,"106,261",23.26
141,"106,262",23.21
142,"106,263",23.42
143,"106,264",23.34
144,"106,265",23.34
145,"105,266",23.06
146,"105,267",23.34
147,"105,268",23.45
148,"105,269",23.29
149,"105,270",23.22
150,"105,271",23.59
151,"105,272",23.41
152,"105,273",23.26
153,"105,274",23.29
154,"105,275",23.45
155,"105,276",23.19
156,"105,277",23.19
157,"105,278",23.31
158,"105,279",23.36
159,"105,280",23.27
160,"105,281",23.41
161,"105,282",23.18
162,"105,283",23.34
163,"105,284",23.47
164,"105,285",23.30
165,"105,286",23.38
166,"104,287",23.56
167,"104,288",23.28
168,"104,289",23.36
169,"104,290",23.36
170,"104,291",23.09
171,"104,292",23.37
172,"104,293",23.21
173,"104,294",23.31
174,"104,295",23.16
175,"104,296",23.47
176,"104,297",23.34
177,"104,298",23.40
178,"104,299",23.38
179,"104,300",23.11
180,"104,301",23.29
181,"104,302",23.29
182,"104,303",23.27
183,"104,304",23.20
184,"104,305",23.36
185,"104,306",23.34
186,"104,307",23.18
187,"103,308",23.33
188,"103,309",23.27
189,"103,310",23.52
190,"103,311",23.32
191,"103,312",23.44
192,"103,313",23.15
193,"103,314",23.22
194,"103,315",23.16
195,"103,316",23.44
196,"103,317",23.26
197,"103,318",23.49
198,"103,319",23.39
199,"103,320",23.30
200,"103,321",23.33
201,"103,322",23.18
202,"103,323",23.52
203,"103,324",23.47
204,"103,325",23.32
205,"103,326",23.41
206,"103,327",23.20
207,"102,328",23.38
208,"102,329",23.40
209,"102,330",23.48
210,"102,331",23.21
211,"102,332",23.36
212,"102,333",23.44
213,"102,334",23.32
214,"102,335",23.32
215,"102,336",23.30
216,"102,337",23.41
217,"102,338",23.29
218,"102,339",23.37
219,"102,340",23.40
220,"102,341",23.44
221,"102,342",23.55
222,"102,343",23.15
223,"102,344",23.39
224,"102,345",23.34
225,"102,346",23.37
226,"102,347",23.34
227,"102,348",23.54
228,"101,349",23.30
229,"101,350",23.45
230,"101,351",23.36
231,"101,352",23.30
232,"101,353",23.53
233,"101,354",23.37
234,"101,355",23.37
235,"101,356",23.40
236,"101,357",23.38
237,"101,358",23.34
238,"101,359",23.41
239,"101,360",23.37
240,"101,361",23.56
241,"101,362",23.55
242,"101,363",23.50
243,"101,364",23.41
244,"101,365",23.37
245,"101,366",23.63
246,"101,367",23.37
247,"101,368",23.52
248,"100,369",23.27
249,"100,370",23.56
250,"100,371",23.29
251,"100,372",23.31
252,"100,373",23.29
253,"100,374",23.36
254,"100,375",23.59
255,"100,376",23.39
256,"100,377",23.54
257,"100,378",23.36
258,"100,379",23.28
259,"100,380",23.34
260,"100,381",23.17
261,"100,382",23.42
262,"100,383",23.45
263,"100,384",23.23
264,"100,385",23.40
265,"100,386",23.48
266,"100,387",23.41
267,"100,388",23.33
268,"100,389",23.27
269,"99,390",23.21
270,"99,391",23.33
271,"99,392",23.39
