熱画像データ, AVIO_IR_20211013_1419.SVX
測定日時, '2021/10/13,レンジ, 1
測定時間, 14:21:07, 放射率, 0.94
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"112,122",28.23
2,"112,123",28.38
3,"112,124",28.77
4,"112,125",28.72
5,"112,126",28.49
6,"112,127",28.41
7,"112,128",28.45
8,"112,129",28.49
9,"112,130",28.76
10,"112,131",28.85
11,"112,132",28.55
12,"112,133",28.56
13,"112,134",28.83
14,"112,135",29.20
15,"112,136",29.10
16,"112,137",28.99
17,"112,138",28.96
18,"112,139",29.10
19,"112,140",28.89
20,"112,141",28.76
21,"112,142",28.85
22,"111,143",29.17
23,"111,144",29.28
24,"111,145",29.50
25,"111,146",29.53
26,"111,147",29.44
27,"111,148",29.29
28,"111,149",29.04
29,"111,150",29.38
30,"111,151",29.19
31,"111,152",29.38
32,"111,153",29.29
33,"111,154",29.45
34,"111,155",29.57
35,"111,156",29.83
36,"111,157",29.91
37,"111,158",30.21
38,"111,159",30.02
39,"111,160",29.84
40,"111,161",29.85
41,"111,162",29.76
42,"111,163",30.01
43,"110,164",30.20
44,"110,165",30.65
45,"110,166",30.54
46,"110,167",30.41
47,"110,168",30.52
48,"110,169",30.66
49,"110,170",30.76
50,"110,171",30.76
51,"110,172",30.78
52,"110,173",30.94
53,"110,174",30.84
54,"110,175",31.06
55,"110,176",31.06
56,"110,177",31.15
57,"110,178",31.13
58,"110,179",31.15
59,"110,180",31.20
60,"110,181",31.20
61,"110,182",31.20
62,"110,183",31.17
63,"109,184",31.30
64,"109,185",31.32
65,"109,186",31.23
66,"109,187",31.20
67,"109,188",31.46
68,"109,189",31.27
69,"109,190",31.23
70,"109,191",31.23
71,"109,192",31.20
72,"109,193",31.23
73,"109,194",31.23
74,"109,195",31.20
75,"109,196",31.12
76,"109,197",31.27
77,"109,198",31.11
78,"109,199",31.04
79,"109,200",31.07
80,"109,201",31.10
81,"109,202",31.06
82,"109,203",31.15
83,"109,204",31.08
84,"108,205",31.06
85,"108,206",31.02
86,"108,207",31.00
87,"108,208",31.04
88,"108,209",31.04
89,"108,210",30.93
90,"108,211",30.97
91,"108,212",30.97
92,"108,213",30.89
93,"108,214",30.90
94,"108,215",30.88
95,"108,216",30.94
96,"108,217",30.90
97,"108,218",30.74
98,"108,219",30.85
99,"108,220",30.72
100,"108,221",30.87
101,"108,222",30.72
102,"108,223",30.65
103,"108,224",30.75
104,"107,225",30.54
105,"107,226",30.72
106,"107,227",30.72
107,"107,228",30.61
108,"107,229",30.72
109,"107,230",30.60
110,"107,231",30.53
111,"107,232",30.63
112,"107,233",30.60
113,"107,234",30.61
114,"107,235",30.67
115,"107,236",30.55
116,"107,237",30.43
117,"107,238",30.43
118,"107,239",30.41
119,"107,240",30.47
120,"107,241",30.60
121,"107,242",30.49
122,"107,243",30.46
123,"107,244",30.38
124,"107,245",30.43
125,"106,246",30.26
126,"106,247",30.57
127,"106,248",30.30
128,"106,249",30.36
129,"106,250",30.20
130,"106,251",30.52
131,"106,252",30.29
132,"106,253",30.26
133,"106,254",30.33
134,"106,255",30.32
135,"106,256",30.13
136,"106,257",30.16
137,"106,258",30.34
138,"106,259",30.36
139,"106,260",30.38
140,"106,261",30.16
141,"106,262",30.26
142,"106,263",30.32
143,"106,264",30.26
144,"106,265",30.26
145,"105,266",30.00
146,"105,267",30.20
147,"105,268",30.34
148,"105,269",30.06
149,"105,270",30.13
150,"105,271",30.19
151,"105,272",30.32
152,"105,273",29.98
153,"105,274",30.09
154,"105,275",30.17
155,"105,276",30.10
156,"105,277",29.94
157,"105,278",30.29
158,"105,279",30.12
159,"105,280",30.08
160,"105,281",30.10
161,"105,282",29.88
162,"105,283",30.08
163,"105,284",30.05
164,"105,285",30.06
165,"105,286",29.91
166,"104,287",30.00
167,"104,288",29.91
168,"104,289",30.04
169,"104,290",30.01
170,"104,291",30.01
171,"104,292",29.95
172,"104,293",29.91
173,"104,294",29.87
174,"104,295",29.87
175,"104,296",30.01
176,"104,297",29.89
177,"104,298",29.98
178,"104,299",29.86
179,"104,300",29.89
180,"104,301",29.97
181,"104,302",29.74
182,"104,303",29.85
183,"104,304",29.76
184,"104,305",30.05
185,"104,306",29.88
186,"104,307",29.95
187,"103,308",29.89
188,"103,309",29.87
189,"103,310",29.95
190,"103,311",29.91
191,"103,312",29.57
192,"103,313",29.85
193,"103,314",29.98
194,"103,315",29.77
195,"103,316",30.04
196,"103,317",29.78
197,"103,318",29.86
198,"103,319",29.89
199,"103,320",29.94
200,"103,321",29.94
201,"103,322",29.94
202,"103,323",29.98
203,"103,324",29.94
204,"103,325",29.90
205,"103,326",29.95
206,"103,327",29.97
207,"102,328",29.86
208,"102,329",30.06
209,"102,330",29.94
210,"102,331",29.98
211,"102,332",29.94
212,"102,333",29.99
213,"102,334",30.08
214,"102,335",29.83
215,"102,336",30.11
216,"102,337",30.04
217,"102,338",30.07
218,"102,339",30.04
219,"102,340",29.94
220,"102,341",29.98
221,"102,342",30.13
222,"102,343",30.02
223,"102,344",30.02
224,"102,345",30.08
225,"102,346",30.10
226,"102,347",29.94
227,"102,348",30.05
228,"101,349",30.07
229,"101,350",30.12
230,"101,351",29.94
231,"101,352",30.16
232,"101,353",30.08
233,"101,354",30.07
234,"101,355",29.95
235,"101,356",30.19
236,"101,357",30.06
237,"101,358",30.17
238,"101,359",30.19
