熱画像データ, AVIO_IR_20211013_1419.SVX
測定日時, '2021/10/13,レンジ, 1
測定時間, 14:33:13, 放射率, 0.94
T.max, 60.0, イメージモード, 中
T.min, -20.0,レンズ設定, 標準
No.,x/y,A
1,"112,122",23.26
2,"112,123",23.34
3,"112,124",23.36
4,"112,125",23.36
5,"112,126",23.37
6,"112,127",23.34
7,"112,128",23.30
8,"112,129",23.15
9,"112,130",23.40
10,"112,131",23.31
11,"112,132",23.27
12,"112,133",23.36
13,"112,134",23.44
14,"112,135",23.44
15,"112,136",23.42
16,"112,137",23.30
17,"112,138",23.45
18,"112,139",23.41
19,"112,140",23.53
20,"112,141",23.44
21,"112,142",23.50
22,"111,143",23.42
23,"111,144",23.39
24,"111,145",23.45
25,"111,146",23.39
26,"111,147",23.40
27,"111,148",23.48
28,"111,149",23.31
29,"111,150",23.42
30,"111,151",23.38
31,"111,152",23.52
32,"111,153",23.30
33,"111,154",23.42
34,"111,155",23.38
35,"111,156",23.26
36,"111,157",23.39
37,"111,158",23.63
38,"111,159",23.51
39,"111,160",23.45
40,"111,161",23.48
41,"111,162",23.30
42,"111,163",23.45
43,"110,164",23.41
44,"110,165",23.52
45,"110,166",23.53
46,"110,167",23.55
47,"110,168",23.47
48,"110,169",23.51
49,"110,170",23.44
50,"110,171",23.73
51,"110,172",23.49
52,"110,173",23.49
53,"110,174",23.38
54,"110,175",23.63
55,"110,176",23.36
56,"110,177",23.50
57,"110,178",22.99
58,"110,179",23.42
59,"110,180",23.51
60,"110,181",23.60
61,"110,182",23.45
62,"110,183",23.31
63,"109,184",23.40
64,"109,185",23.48
65,"109,186",23.45
66,"109,187",23.45
67,"109,188",23.56
68,"109,189",23.29
69,"109,190",23.45
70,"109,191",23.31
71,"109,192",23.39
72,"109,193",23.40
73,"109,194",23.45
74,"109,195",23.34
75,"109,196",23.38
76,"109,197",23.59
77,"109,198",23.39
78,"109,199",23.47
79,"109,200",23.30
80,"109,201",23.49
81,"109,202",23.51
82,"109,203",23.51
83,"109,204",23.72
84,"108,205",23.42
85,"108,206",23.44
86,"108,207",23.44
87,"108,208",23.39
88,"108,209",23.32
89,"108,210",23.56
90,"108,211",23.45
91,"108,212",23.50
92,"108,213",23.37
93,"108,214",23.37
94,"108,215",23.37
95,"108,216",23.31
96,"108,217",23.52
97,"108,218",23.40
98,"108,219",23.40
99,"108,220",23.39
100,"108,221",23.33
101,"108,222",23.37
102,"108,223",23.37
103,"108,224",23.40
104,"107,225",23.27
105,"107,226",23.51
106,"107,227",23.36
107,"107,228",23.28
108,"107,229",23.53
109,"107,230",23.36
110,"107,231",23.45
111,"107,232",23.37
112,"107,233",23.47
113,"107,234",23.69
114,"107,235",23.40
115,"107,236",23.39
116,"107,237",23.17
117,"107,238",23.30
118,"107,239",23.33
119,"107,240",23.48
120,"107,241",23.37
121,"107,242",23.54
122,"107,243",23.63
123,"107,244",23.41
124,"107,245",23.26
125,"106,246",23.42
126,"106,247",23.42
127,"106,248",23.31
128,"106,249",23.27
129,"106,250",23.28
130,"106,251",23.38
131,"106,252",23.28
132,"106,253",23.27
133,"106,254",23.31
134,"106,255",23.55
135,"106,256",23.31
136,"106,257",23.41
137,"106,258",23.47
138,"106,259",23.42
139,"106,260",23.34
140,"106,261",23.38
141,"106,262",23.42
142,"106,263",23.51
143,"106,264",23.37
144,"106,265",23.29
145,"105,266",23.33
146,"105,267",23.29
147,"105,268",23.40
148,"105,269",23.16
149,"105,270",23.34
150,"105,271",23.45
151,"105,272",23.42
152,"105,273",23.26
153,"105,274",23.37
154,"105,275",23.50
155,"105,276",23.29
156,"105,277",23.30
157,"105,278",23.31
158,"105,279",23.32
159,"105,280",23.32
160,"105,281",23.37
161,"105,282",23.30
162,"105,283",23.38
163,"105,284",23.44
164,"105,285",23.29
165,"105,286",23.37
166,"104,287",23.63
167,"104,288",23.36
168,"104,289",23.30
169,"104,290",23.37
170,"104,291",23.11
171,"104,292",23.39
172,"104,293",23.28
173,"104,294",23.32
174,"104,295",23.32
175,"104,296",23.48
176,"104,297",23.41
177,"104,298",23.32
178,"104,299",23.45
179,"104,300",23.19
180,"104,301",23.27
181,"104,302",23.38
182,"104,303",23.17
183,"104,304",23.38
184,"104,305",23.42
185,"104,306",23.31
186,"104,307",23.23
187,"103,308",23.45
188,"103,309",23.33
189,"103,310",23.60
190,"103,311",23.34
191,"103,312",23.39
192,"103,313",23.32
193,"103,314",23.27
194,"103,315",23.26
195,"103,316",23.63
196,"103,317",23.36
197,"103,318",23.41
198,"103,319",23.40
199,"103,320",23.39
200,"103,321",23.34
201,"103,322",23.27
202,"103,323",23.54
203,"103,324",23.39
204,"103,325",23.28
205,"103,326",23.41
206,"103,327",23.18
207,"102,328",23.39
208,"102,329",23.54
209,"102,330",23.55
210,"102,331",23.27
211,"102,332",23.41
212,"102,333",23.59
213,"102,334",23.27
214,"102,335",23.36
215,"102,336",23.45
216,"102,337",23.49
217,"102,338",23.28
218,"102,339",23.38
219,"102,340",23.58
220,"102,341",23.81
221,"102,342",23.54
222,"102,343",23.14
223,"102,344",23.49
224,"102,345",23.44
225,"102,346",23.47
226,"102,347",23.33
227,"102,348",23.34
228,"101,349",23.36
229,"101,350",23.49
230,"101,351",23.27
231,"101,352",23.40
232,"101,353",23.48
233,"101,354",23.44
234,"101,355",23.27
235,"101,356",23.37
236,"101,357",23.38
237,"101,358",23.37
238,"101,359",23.50
239,"101,360",23.33
240,"101,361",23.49
241,"101,362",23.37
242,"101,363",23.58
243,"101,364",23.44
244,"101,365",23.34
245,"101,366",23.54
246,"101,367",23.36
247,"101,368",23.50
248,"100,369",23.27
249,"100,370",23.41
250,"100,371",23.28
251,"100,372",23.37
252,"100,373",23.42
253,"100,374",23.39
254,"100,375",23.70
255,"100,376",23.36
256,"100,377",23.48
257,"100,378",23.32
258,"100,379",23.27
259,"100,380",23.44
260,"100,381",23.36
261,"100,382",23.45
262,"100,383",23.52
